"","X6M","X9M","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2011-12-13",3.155,3.08,3.055,3.03,3.125,3.23,3.345,3.585,3.815
"2011-12-14",3.15,3.08,3.055,3.025,3.12,3.23,3.34,3.59,3.81
"2011-12-15",3.125,3.055,3.005,2.96,3.04,3.155,3.265,3.52,3.75
"2011-12-16",3.14,3.08,3.0194,2.9897,3.0749,3.19,3.3001,3.5502,3.7652
"2011-12-19",3.145,3.085,3.015,2.98,3.075,3.185,3.29,3.545,3.77
"2011-12-20",3.15,3.085,3.02,3,3.095,3.195,3.305,3.555,3.775
"2011-12-21",3.155,3.1,3.035,3.025,3.115,3.22,3.345,3.595,3.825
"2011-12-22",3.145,3.09,3.025,3.025,3.125,3.22,3.345,3.595,3.815
"2011-12-23",3.16,3.105,3.0443,3.0246,3.1249,3.22,3.3501,3.5953,3.8253
"2011-12-26",3.16,3.105,3.045,3.025,3.125,3.22,3.35,3.595,3.825
"2011-12-27",3.16,3.105,3.045,3.025,3.125,3.22,3.345,3.595,3.825
"2011-12-28",3.16,3.105,3.035,3.015,3.105,3.215,3.325,3.575,3.795
"2011-12-29",3.15,3.08,3.025,3.01,3.095,3.21,3.325,3.575,3.795
"2011-12-30",3.155,3.085,3.0253,3.0152,3.0851,3.2,3.31,3.5649,3.7849
"2012-01-02",3.155,3.085,3.025,3.015,3.085,3.2,3.31,3.565,3.785
"2012-01-03",3.16,3.095,3.04,3.015,3.115,3.225,3.34,3.585,3.825
"2012-01-04",3.15,3.085,3.035,3.03,3.12,3.23,3.355,3.585,3.81
"2012-01-05",3.125,3.065,3.04,3.035,3.115,3.22,3.33,3.545,3.755
"2012-01-06",3.145,3.085,3.0445,3.0398,3.1149,3.22,3.3301,3.5502,3.7302
"2012-01-09",3.15,3.09,3.055,3.03,3.115,3.215,3.325,3.55,3.72
"2012-01-10",3.155,3.095,3.06,3.045,3.115,3.21,3.325,3.55,3.725
"2012-01-11",3.145,3.085,3.06,3.05,3.11,3.205,3.31,3.515,3.695
"2012-01-12",3.175,3.12,3.06,3.05,3.115,3.195,3.29,3.49,3.655
"2012-01-13",3.18,3.145,3.1147,3.0999,3.15,3.22,3.3351,3.5352,3.7152
"2012-01-16",3.18,3.145,3.11,3.105,3.17,3.235,3.33,3.52,3.71
"2012-01-17",3.175,3.155,3.125,3.13,3.19,3.255,3.35,3.55,3.74
"2012-01-18",3.165,3.145,3.115,3.1,3.165,3.25,3.35,3.555,3.74
"2012-01-19",3.165,3.14,3.115,3.095,3.155,3.235,3.33,3.53,3.71
"2012-01-20",3.15,3.125,3.1144,3.1147,3.1699,3.2451,3.3452,3.5453,3.7304
"2012-01-23",3.15,3.125,3.1149,3.115,3.17,3.245,3.3451,3.5451,3.7301
"2012-01-24",3.175,3.135,3.115,3.115,3.17,3.245,3.345,3.545,3.73
"2012-01-25",3.1875,3.165,3.115,3.13,3.185,3.265,3.375,3.575,3.745
"2012-01-26",3.18,3.16,3.13,3.12,3.175,3.255,3.365,3.575,3.78
"2012-01-27",3.175,3.155,3.1248,3.1149,3.175,3.2551,3.3551,3.5602,3.7652
"2012-01-30",3.16,3.095,3.07,3.07,3.135,3.22,3.33,3.53,3.715
"2012-01-31",3.175,3.145,3.0848,3.0749,3.135,3.22,3.3351,3.5351,3.7351
"2012-02-01",3.175,3.145,3.085,3.075,3.135,3.22,3.335,3.535,3.735
"2012-02-02",3.17,3.14,3.105,3.09,3.15,3.23,3.33,3.535,3.73
"2012-02-03",3.145,3.115,3.0843,3.0596,3.1048,3.185,3.2801,3.4752,3.6553
"2012-02-06",3.145,3.115,3.0848,3.0599,3.105,3.185,3.28,3.4751,3.6551
"2012-02-07",3.145,3.115,3.085,3.06,3.105,3.185,3.28,3.475,3.655
"2012-02-08",3.185,3.16,3.135,3.115,3.165,3.235,3.34,3.54,3.725
"2012-02-09",3.17,3.155,3.13,3.13,3.19,3.255,3.36,3.545,3.72
"2012-02-10",3.165,3.145,3.1248,3.1099,3.17,3.235,3.3351,3.5152,3.6802
"2012-02-13",3.17,3.15,3.115,3.1,3.165,3.24,3.35,3.53,3.705
"2012-02-14",3.15,3.13,3.115,3.1,3.165,3.235,3.345,3.51,3.675
"2012-02-15",3.16,3.14,3.12,3.105,3.16,3.235,3.34,3.515,3.675
"2012-02-16",3.16,3.13,3.1,3.09,3.145,3.215,3.32,3.495,3.65
"2012-02-17",3.17,3.14,3.1123,3.1024,3.16,3.2475,3.3551,3.545,3.7102
"2012-02-20",3.185,3.15,3.125,3.11,3.185,3.27,3.39,3.58,3.755
"2012-02-21",3.15,3.14,3.115,3.125,3.21,3.31,3.42,3.61,3.79
"2012-02-22",3.17,3.165,3.16,3.165,3.255,3.355,3.46,3.65,3.83
"2012-02-23",3.17,3.17,3.16,3.195,3.275,3.38,3.49,3.685,3.865
"2012-02-24",3.16,3.16,3.165,3.2,3.2851,3.3752,3.4852,3.6702,3.8602
"2012-02-27",3.16,3.16,3.155,3.185,3.27,3.37,3.47,3.66,3.85
"2012-02-28",3.15,3.15,3.15,3.17,3.25,3.34,3.44,3.63,3.805
"2012-02-29",3.16,3.16,3.165,3.19,3.265,3.355,3.455,3.645,3.82
"2012-03-01",3.175,3.175,3.17,3.2,3.285,3.385,3.49,3.67,3.865
"2012-03-02",3.18,3.18,3.165,3.2,3.2951,3.3952,3.5102,3.6802,3.8853
"2012-03-05",3.18,3.18,3.16,3.185,3.28,3.385,3.485,3.67,3.865
"2012-03-06",3.18,3.175,3.165,3.17,3.265,3.36,3.465,3.645,3.835
"2012-03-07",3.155,3.15,3.155,3.165,3.27,3.37,3.47,3.655,3.83
"2012-03-08",3.16,3.16,3.175,3.19,3.285,3.38,3.485,3.67,3.83
"2012-03-09",3.17,3.17,3.17,3.19,3.2801,3.3752,3.4852,3.6652,3.8452
"2012-03-12",3.175,3.175,3.175,3.2,3.285,3.375,3.5,3.685,3.865
"2012-03-13",3.185,3.185,3.195,3.235,3.335,3.445,3.56,3.76,3.955
"2012-03-14",3.2,3.205,3.23,3.3,3.41,3.535,3.66,3.87,4.065
"2012-03-15",3.2,3.205,3.225,3.32,3.41,3.525,3.665,3.86,4.015
"2012-03-16",3.2,3.205,3.215,3.3102,3.4,3.5353,3.6603,3.8653,4.04
"2012-03-19",3.2,3.2,3.215,3.285,3.395,3.515,3.63,3.835,4
"2012-03-20",3.2,3.2,3.205,3.285,3.395,3.535,3.65,3.845,4.035
"2012-03-21",3.2,3.2,3.215,3.295,3.405,3.53,3.67,3.855,4.045
"2012-03-22",3.2,3.2,3.21,3.26,3.355,3.49,3.59,3.79,3.97
"2012-03-23",3.2,3.2,3.2001,3.2501,3.3552,3.4852,3.6053,3.8053,3.9803
"2012-03-26",3.2,3.2,3.215,3.265,3.365,3.5,3.625,3.82,3.995
"2012-03-27",3.2,3.2,3.215,3.265,3.375,3.51,3.62,3.805,3.985
"2012-03-28",3.2,3.2,3.215,3.27,3.38,3.515,3.625,3.81,3.995
"2012-03-29",3.2,3.2,3.215,3.27,3.385,3.53,3.65,3.845,4.035
"2012-03-30",3.2,3.2,3.215,3.26,3.3849,3.5199,3.6399,3.8399,4.0399
"2012-04-02",3.215,3.215,3.225,3.265,3.4,3.54,3.665,3.865,4.06
"2012-04-03",3.21,3.21,3.225,3.275,3.39,3.53,3.665,3.865,4.06
"2012-04-04",3.21,3.21,3.23,3.29,3.4,3.545,3.7,3.9,4.095
"2012-04-05",3.205,3.205,3.215,3.27,3.375,3.525,3.66,3.855,4.05
"2012-04-06",3.205,3.205,3.2151,3.2651,3.3752,3.5153,3.6503,3.8503,4.0303
"2012-04-09",3.195,3.195,3.21,3.24,3.35,3.48,3.595,3.775,3.965
"2012-04-10",3.185,3.185,3.195,3.225,3.33,3.455,3.57,3.75,3.94
"2012-04-11",3.175,3.17,3.19,3.22,3.32,3.43,3.555,3.74,3.925
"2012-04-12",3.18,3.175,3.195,3.22,3.325,3.45,3.565,3.755,3.925
"2012-04-13",3.18,3.175,3.195,3.2251,3.3302,3.4402,3.5402,3.7303,3.9003
"2012-04-16",3.175,3.175,3.195,3.205,3.305,3.415,3.515,3.705,3.875
"2012-04-17",3.17,3.17,3.18,3.195,3.3,3.415,3.52,3.69,3.87
"2012-04-18",3.165,3.17,3.18,3.215,3.31,3.425,3.53,3.72,3.89
"2012-04-19",3.165,3.17,3.185,3.205,3.305,3.415,3.53,3.705,3.875
"2012-04-20",3.165,3.17,3.18,3.2,3.2901,3.4052,3.5102,3.6902,3.8552
"2012-04-23",3.165,3.165,3.17,3.185,3.28,3.39,3.49,3.67,3.83
"2012-04-24",3.165,3.165,3.165,3.185,3.275,3.39,3.495,3.67,3.84
"2012-04-25",3.175,3.17,3.18,3.2,3.295,3.405,3.515,3.695,3.86
"2012-04-26",3.175,3.175,3.19,3.21,3.31,3.42,3.53,3.71,3.88
"2012-04-27",3.175,3.175,3.185,3.2,3.2951,3.4052,3.5052,3.6802,3.8402
"2012-04-30",3.175,3.175,3.185,3.2,3.2951,3.4051,3.5101,3.6851,3.8551
"2012-05-01",3.175,3.175,3.185,3.2,3.295,3.405,3.51,3.685,3.855
"2012-05-02",3.175,3.175,3.185,3.2,3.29,3.4,3.5,3.685,3.84
"2012-05-03",3.185,3.18,3.18,3.19,3.275,3.38,3.48,3.655,3.82
"2012-05-04",3.185,3.18,3.18,3.19,3.2851,3.3802,3.4802,3.6552,3.8102
"2012-05-07",3.165,3.15,3.15,3.15,3.22,3.315,3.42,3.555,3.72
"2012-05-08",3.17,3.15,3.15,3.15,3.21,3.31,3.41,3.585,3.735
"2012-05-09",3.165,3.155,3.15,3.145,3.21,3.295,3.395,3.56,3.72
"2012-05-10",3.165,3.16,3.16,3.16,3.22,3.32,3.42,3.6,3.755
"2012-05-11",3.16,3.16,3.1499,3.15,3.21,3.3101,3.4001,3.5802,3.7352
"2012-05-14",3.15,3.14,3.135,3.135,3.175,3.255,3.335,3.49,3.65
"2012-05-15",3.165,3.14,3.115,3.115,3.16,3.245,3.32,3.47,3.63
"2012-05-16",3.145,3.115,3.09,3.08,3.125,3.195,3.255,3.4,3.535
"2012-05-17",3.145,3.115,3.095,3.075,3.125,3.185,3.255,3.4,3.54
"2012-05-18",3.125,3.09,3.0446,3.0198,3.0599,3.1,3.175,3.3151,3.4351
"2012-05-21",3.125,3.09,3.065,3.04,3.075,3.12,3.19,3.32,3.455
"2012-05-22",3.16,3.12,3.095,3.075,3.12,3.185,3.25,3.41,3.56
"2012-05-23",3.16,3.12,3.075,3.055,3.095,3.15,3.205,3.355,3.51
"2012-05-24",3.15,3.11,3.085,3.055,3.1,3.175,3.24,3.385,3.535
"2012-05-25",3.155,3.12,3.0897,3.0648,3.125,3.195,3.2701,3.4301,3.5902
"2012-05-28",3.155,3.12,3.095,3.075,3.14,3.215,3.295,3.455,3.615
"2012-05-29",3.155,3.12,3.1,3.075,3.145,3.225,3.29,3.45,3.605
"2012-05-30",3.15,3.11,3.08,3.05,3.115,3.18,3.25,3.41,3.57
"2012-05-31",3.15,3.095,3.055,3.015,3.06,3.14,3.22,3.37,3.52
"2012-06-01",3.12,3.07,3.0095,2.9597,2.9998,3.0649,3.11,3.2501,3.3751
"2012-06-04",3.125,3.065,3.01,2.97,3,3.035,3.08,3.2,3.33
"2012-06-05",3.135,3.085,3.03,2.995,3.035,3.075,3.12,3.25,3.38
"2012-06-06",3.145,3.09,3.055,3.025,3.075,3.14,3.205,3.35,3.5
"2012-06-07",3.15,3.095,3.06,3.035,3.1,3.17,3.245,3.39,3.545
"2012-06-08",3.14,3.075,3.0145,2.9847,3.0449,3.115,3.17,3.3101,3.4501
"2012-06-11",3.15,3.105,3.04,3.035,3.1,3.19,3.255,3.4,3.55
"2012-06-12",3.135,3.075,3.03,3.015,3.08,3.16,3.22,3.365,3.51
"2012-06-13",3.15,3.11,3.08,3.06,3.135,3.2,3.28,3.43,3.57
"2012-06-14",3.14,3.105,3.07,3.05,3.12,3.19,3.26,3.42,3.57
"2012-06-15",3.14,3.1,3.0747,3.0598,3.13,3.2,3.2701,3.4201,3.5651
"2012-06-18",3.14,3.11,3.075,3.065,3.12,3.185,3.265,3.405,3.55
"2012-06-19",3.15,3.13,3.1,3.08,3.145,3.215,3.28,3.43,3.57
"2012-06-20",3.15,3.13,3.105,3.095,3.165,3.235,3.305,3.45,3.595
"2012-06-21",3.155,3.14,3.11,3.1,3.16,3.22,3.295,3.44,3.585
"2012-06-22",3.145,3.13,3.0948,3.0799,3.125,3.185,3.2501,3.3851,3.5251
"2012-06-25",3.145,3.13,3.11,3.085,3.13,3.19,3.25,3.395,3.535
"2012-06-26",3.145,3.13,3.095,3.07,3.12,3.18,3.24,3.38,3.515
"2012-06-27",3.15,3.135,3.09,3.07,3.12,3.18,3.24,3.38,3.52
"2012-06-28",3.13,3.115,3.07,3.045,3.085,3.135,3.19,3.32,3.46
"2012-06-29",3.135,3.12,3.0852,3.0601,3.1051,3.165,3.225,3.36,3.5
"2012-07-02",3.145,3.135,3.1,3.09,3.14,3.205,3.275,3.42,3.56
"2012-07-03",3.145,3.125,3.09,3.08,3.13,3.195,3.265,3.405,3.545
"2012-07-04",3.16,3.14,3.105,3.09,3.13,3.205,3.265,3.41,3.55
"2012-07-05",3.15,3.13,3.11,3.085,3.125,3.18,3.25,3.39,3.535
"2012-07-06",3.155,3.12,3.0948,3.0699,3.0999,3.155,3.22,3.3601,3.4951
"2012-07-09",3.135,3.12,3.075,3.035,3.075,3.125,3.175,3.315,3.45
"2012-07-10",3.15,3.125,3.075,3.05,3.08,3.14,3.195,3.325,3.475
"2012-07-11",3.14,3.115,3.08,3.04,3.07,3.12,3.18,3.315,3.455
"2012-07-12",3.1,3.05,3,2.965,3.01,3.05,3.11,3.255,3.375
"2012-07-13",3.12,3.055,2.9794,2.9297,2.9548,3.0049,3.07,3.19,3.3301
"2012-07-16",3.095,3.035,2.95,2.9,2.93,2.985,3.045,3.18,3.31
"2012-07-17",3.095,3.035,2.97,2.925,2.945,3.01,3.07,3.195,3.33
"2012-07-18",3.125,3.05,2.965,2.92,2.95,3,3.06,3.205,3.345
"2012-07-19",3.115,3.055,2.975,2.935,2.97,3.03,3.085,3.23,3.355
"2012-07-20",3.1,3.05,2.9794,2.9246,2.9448,3.0049,3.0599,3.2,3.3301
"2012-07-23",3.125,3.035,2.93,2.845,2.87,2.92,2.945,3.075,3.2
"2012-07-24",3.125,3.025,2.93,2.86,2.88,2.915,2.98,3.1,3.24
"2012-07-25",3.14,3.025,2.94,2.875,2.89,2.93,2.995,3.12,3.24
"2012-07-26",3.135,3.025,2.935,2.865,2.89,2.93,2.98,3.1,3.23
"2012-07-27",3.145,3.04,2.9794,2.9196,2.9298,2.9899,3.0499,3.175,3.3051
"2012-07-30",3.145,3.075,2.995,2.945,2.97,3.025,3.09,3.22,3.355
"2012-07-31",3.145,3.065,3,2.9475,2.98,3.03,3.08,3.22,3.36
"2012-08-01",3.145,3.06,2.995,2.945,2.97,3.025,3.08,3.23,3.365
"2012-08-02",3.155,3.065,2.995,2.95,2.975,3.025,3.095,3.24,3.375
"2012-08-03",3.155,3.04,2.9744,2.9372,2.9448,3.0049,3.0549,3.195,3.3251
"2012-08-06",3.16,3.055,3,2.95,2.975,3.03,3.095,3.24,3.375
"2012-08-07",3.155,3.075,3.025,2.9575,2.99,3.045,3.115,3.255,3.395
"2012-08-08",3.15,3.075,3.025,2.9625,2.995,3.05,3.12,3.255,3.4
"2012-08-09",3.155,3.08,3.035,2.9675,3.01,3.065,3.125,3.26,3.405
"2012-08-10",3.145,3.075,3.0245,2.9572,2.9848,3.0299,3.09,3.22,3.3651
"2012-08-13",3.145,3.075,3.025,2.9575,2.99,3.035,3.1,3.235,3.375
"2012-08-14",3.155,3.09,3.045,3,3.035,3.075,3.14,3.285,3.425
"2012-08-15",3.16,3.115,3.08,3.05,3.085,3.155,3.225,3.375,3.525
"2012-08-16",3.155,3.115,3.1,3.06,3.095,3.175,3.24,3.37,3.53
"2012-08-17",3.155,3.125,3.0944,3.06,3.0948,3.16,3.2301,3.3802,3.5302
"2012-08-20",3.155,3.125,3.0949,3.06,3.095,3.16,3.23,3.3801,3.5301
"2012-08-21",3.155,3.125,3.095,3.06,3.095,3.16,3.23,3.38,3.53
"2012-08-22",3.155,3.125,3.1,3.065,3.115,3.18,3.235,3.38,3.54
"2012-08-23",3.155,3.125,3.09,3.05,3.095,3.155,3.2,3.34,3.505
"2012-08-24",3.155,3.125,3.0847,3.045,3.0849,3.15,3.195,3.3451,3.4951
"2012-08-27",3.155,3.125,3.09,3.055,3.09,3.145,3.205,3.355,3.505
"2012-08-28",3.15,3.115,3.08,3.04,3.08,3.13,3.18,3.33,3.475
"2012-08-29",3.15,3.115,3.095,3.06,3.1,3.15,3.205,3.35,3.5
"2012-08-30",3.15,3.13,3.0952,3.06,3.1001,3.155,3.215,3.36,3.515
"2012-08-31",3.15,3.13,3.0947,3.06,3.0999,3.155,3.215,3.3601,3.5151
"2012-09-03",3.15,3.13,3.095,3.045,3.075,3.135,3.19,3.33,3.49
"2012-09-04",3.145,3.125,3.095,3.06,3.095,3.145,3.195,3.355,3.51
"2012-09-05",3.155,3.135,3.09,3.04,3.085,3.135,3.19,3.34,3.49
"2012-09-06",3.155,3.135,3.105,3.065,3.105,3.16,3.225,3.38,3.53
"2012-09-07",3.17,3.155,3.1348,3.11,3.15,3.215,3.2901,3.4401,3.6002
"2012-09-10",3.17,3.155,3.13,3.1,3.14,3.21,3.275,3.43,3.59
"2012-09-11",3.18,3.165,3.14,3.115,3.15,3.215,3.285,3.43,3.595
"2012-09-12",3.19,3.175,3.15,3.14,3.19,3.26,3.34,3.495,3.655
"2012-09-13",3.19,3.175,3.145,3.135,3.175,3.24,3.31,3.46,3.625
"2012-09-14",3.19,3.175,3.1649,3.175,3.2351,3.3051,3.4102,3.5703,3.7303
"2012-09-17",3.19,3.175,3.165,3.175,3.235,3.305,3.415,3.57,3.73
"2012-09-18",3.19,3.175,3.15,3.145,3.19,3.27,3.35,3.505,3.67
"2012-09-19",3.19,3.175,3.155,3.14,3.2,3.27,3.37,3.525,3.69
"2012-09-20",3.17,3.16,3.15,3.14,3.19,3.26,3.34,3.485,3.645
"2012-09-21",3.17,3.165,3.165,3.15,3.205,3.275,3.37,3.535,3.7
"2012-09-24",3.18,3.18,3.16,3.125,3.175,3.235,3.31,3.485,3.645
"2012-09-25",3.185,3.175,3.155,3.13,3.17,3.24,3.315,3.485,3.645
"2012-09-26",3.185,3.17,3.155,3.13,3.165,3.235,3.3,3.455,3.62
"2012-09-27",3.185,3.17,3.16,3.135,3.185,3.25,3.325,3.475,3.65
"2012-09-28",3.19,3.18,3.16,3.135,3.175,3.255,3.33,3.485,3.655
"2012-10-01",3.2,3.2,3.18,3.155,3.195,3.265,3.34,3.505,3.665
"2012-10-02",3.205,3.2,3.175,3.15,3.185,3.26,3.33,3.495,3.665
"2012-10-03",3.18,3.18,3.16,3.13,3.17,3.23,3.295,3.445,3.615
"2012-10-04",3.18,3.18,3.16,3.12,3.155,3.22,3.285,3.435,3.595
"2012-10-05",3.185,3.18,3.17,3.13,3.165,3.23,3.3,3.455,3.605
"2012-10-08",3.18,3.18,3.17,3.14,3.175,3.245,3.31,3.475,3.625
"2012-10-09",3.18,3.18,3.155,3.125,3.155,3.225,3.29,3.455,3.605
"2012-10-10",3.18,3.165,3.155,3.115,3.145,3.2,3.26,3.42,3.565
"2012-10-11",3.17,3.165,3.145,3.1,3.115,3.17,3.235,3.385,3.53
"2012-10-12",3.17,3.165,3.145,3.115,3.145,3.2,3.265,3.42,3.56
"2012-10-15",3.175,3.155,3.145,3.1,3.135,3.185,3.24,3.41,3.53
"2012-10-16",3.175,3.155,3.145,3.11,3.14,3.19,3.26,3.425,3.56
"2012-10-17",3.175,3.155,3.135,3.09,3.13,3.195,3.26,3.42,3.57
"2012-10-18",3.175,3.155,3.14,3.11,3.145,3.215,3.285,3.44,3.6
"2012-10-19",3.15,3.13,3.115,3.09,3.13,3.2,3.275,3.43,3.585
"2012-10-22",3.15,3.13,3.12,3.09,3.125,3.205,3.27,3.425,3.575
"2012-10-23",3.175,3.14,3.12,3.09,3.13,3.21,3.28,3.445,3.6
"2012-10-24",3.175,3.14,3.12,3.09,3.13,3.2,3.285,3.445,3.6
"2012-10-25",3.185,3.155,3.135,3.11,3.16,3.23,3.31,3.475,3.625
"2012-10-26",3.185,3.155,3.135,3.11,3.16,3.23,3.31,3.475,3.625
"2012-10-29",3.185,3.155,3.13,3.09,3.14,3.2,3.28,3.44,3.595
"2012-10-30",3.185,3.155,3.13,3.085,3.13,3.205,3.28,3.44,3.59
"2012-10-31",3.18,3.155,3.13,3.09,3.13,3.205,3.275,3.44,3.595
"2012-11-01",3.145,3.095,3.085,3.035,3.08,3.16,3.23,3.395,3.55
"2012-11-02",3.16,3.12,3.09,3.04,3.0775,3.1575,3.23,3.395,3.545
"2012-11-05",3.16,3.11,3.08,3.035,3.0775,3.1575,3.22,3.395,3.555
"2012-11-06",3.14,3.09,3.085,3.045,3.07,3.145,3.215,3.385,3.555
"2012-11-07",3.14,3.09,3.08,3.035,3.07,3.14,3.21,3.365,3.52
"2012-11-08",3.14,3.1,3.1,3.045,3.08,3.145,3.215,3.375,3.53
"2012-11-09",3.175,3.15,3.125,3.1,3.14,3.195,3.255,3.41,3.565
"2012-11-12",3.175,3.15,3.125,3.1,3.135,3.195,3.26,3.41,3.565
"2012-11-13",3.175,3.15,3.125,3.1,3.135,3.195,3.26,3.41,3.565
"2012-11-14",3.19,3.16,3.14,3.11,3.145,3.2025,3.2775,3.435,3.61
"2012-11-15",3.19,3.16,3.14,3.11,3.145,3.2025,3.2775,3.435,3.61
"2012-11-16",3.19,3.16,3.145,3.11,3.1425,3.21,3.285,3.44,3.6
"2012-11-19",3.19,3.17,3.17,3.14,3.175,3.245,3.315,3.48,3.645
"2012-11-20",3.2,3.19,3.175,3.16,3.195,3.265,3.33,3.5,3.66
"2012-11-21",3.2,3.19,3.1725,3.16,3.2,3.27,3.345,3.505,3.67
"2012-11-22",3.2,3.19,3.17,3.165,3.21,3.29,3.3525,3.525,3.695
"2012-11-23",3.2,3.19,3.165,3.1625,3.2,3.275,3.355,3.525,3.685
"2012-11-26",3.2,3.19,3.16,3.1525,3.185,3.255,3.3375,3.5,3.665
"2012-11-27",3.2,3.19,3.1725,3.165,3.2125,3.285,3.35,3.51,3.6875
"2012-11-28",3.2,3.19,3.165,3.16,3.21,3.27,3.34,3.505,3.675
"2012-11-29",3.2,3.19,3.1675,3.165,3.21,3.28,3.36,3.525,3.705
"2012-11-30",3.2,3.19,3.1675,3.165,3.21,3.28,3.36,3.525,3.705
"2012-12-03",3.19,3.18,3.165,3.165,3.21,3.28,3.365,3.545,3.715
"2012-12-04",3.19,3.18,3.165,3.17,3.23,3.295,3.39,3.57,3.76
"2012-12-05",3.19,3.18,3.16,3.16,3.22,3.29,3.375,3.56,3.745
"2012-12-06",3.185,3.1725,3.16,3.1575,3.21,3.29,3.365,3.55,3.725
"2012-12-07",3.185,3.1725,3.16,3.1575,3.21,3.29,3.365,3.55,3.725
"2012-12-10",3.205,3.1725,3.16,3.1575,3.21,3.29,3.37,3.55,3.7275
"2012-12-11",3.205,3.1725,3.16,3.1575,3.21,3.29,3.3725,3.55,3.7275
"2012-12-12",3.205,3.185,3.165,3.165,3.2175,3.295,3.385,3.565,3.745
"2012-12-13",3.205,3.185,3.185,3.175,3.23,3.315,3.41,3.6,3.79
"2012-12-14",3.205,3.185,3.185,3.175,3.23,3.315,3.42,3.615,3.805
"2012-12-17",3.205,3.185,3.185,3.175,3.23,3.315,3.42,3.615,3.805
"2012-12-18",3.205,3.185,3.195,3.2,3.27,3.36,3.4525,3.6475,3.845
"2012-12-19",3.205,3.185,3.19,3.205,3.275,3.365,3.46,3.665,3.87
"2012-12-20",3.205,3.185,3.19,3.205,3.27,3.355,3.445,3.65,3.86
"2012-12-21",3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
"2012-12-24",3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
"2012-12-25",3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
"2012-12-26",3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
"2012-12-27",3.205,3.185,3.18,3.205,3.265,3.35,3.4525,3.65,3.8575
"2012-12-28",3.205,3.2,3.19,3.205,3.265,3.35,3.445,3.65,3.8575
"2012-12-31",3.205,3.2,3.19,3.205,3.265,3.35,3.445,3.65,3.8575
"2013-01-01",3.205,3.2,3.19,3.205,3.265,3.35,3.445,3.65,3.8575
"2013-01-02",3.205,3.2,3.2,3.2275,3.295,3.39,3.495,3.695,3.915
"2013-01-03",3.205,3.2,3.19,3.21,3.2775,3.375,3.48,3.685,3.89
"2013-01-04",3.205,3.2,3.205,3.25,3.335,3.44,3.565,3.79,4.005
"2013-01-07",3.205,3.2,3.2,3.23,3.315,3.415,3.53,3.755,3.955
"2013-01-08",3.205,3.2,3.195,3.2225,3.295,3.4,3.5225,3.75,3.965
"2013-01-09",3.205,3.2,3.1925,3.2275,3.31,3.41,3.5275,3.755,3.965
"2013-01-10",3.205,3.2,3.21,3.25,3.33,3.43,3.5475,3.775,3.995
"2013-01-11",3.205,3.2125,3.2225,3.2725,3.365,3.465,3.58,3.815,4.035
"2013-01-14",3.205,3.2125,3.205,3.245,3.315,3.4275,3.53,3.76,3.965
"2013-01-15",3.205,3.2125,3.2,3.225,3.3,3.39,3.495,3.71,3.925
"2013-01-16",3.205,3.2125,3.2,3.23,3.3,3.4,3.49,3.7,3.91
"2013-01-17",3.2025,3.21,3.2,3.2325,3.305,3.405,3.515,3.715,3.93
"2013-01-18",3.2075,3.21,3.205,3.245,3.32,3.4225,3.5275,3.74,3.94
"2013-01-21",3.2075,3.21,3.205,3.24,3.32,3.42,3.52,3.74,3.94
"2013-01-22",3.2075,3.21,3.1975,3.24,3.3125,3.41,3.51,3.715,3.925
"2013-01-23",3.2075,3.21,3.2,3.2225,3.295,3.385,3.48,3.675,3.865
"2013-01-24",3.2075,3.21,3.2,3.2225,3.295,3.385,3.48,3.675,3.865
"2013-01-25",3.2075,3.21,3.21,3.245,3.32,3.42,3.51,3.715,3.915
"2013-01-28",3.2075,3.21,3.21,3.245,3.32,3.42,3.51,3.715,3.915
"2013-01-29",3.2075,3.21,3.21,3.2575,3.335,3.435,3.545,3.745,3.965
"2013-01-30",3.2075,3.21,3.22,3.27,3.36,3.465,3.58,3.785,3.995
"2013-01-31",3.2075,3.21,3.215,3.265,3.35,3.45,3.565,3.765,3.96
"2013-02-01",3.2075,3.21,3.215,3.265,3.35,3.45,3.565,3.765,3.96
"2013-02-04",3.2075,3.22,3.23,3.285,3.3775,3.475,3.595,3.795,3.995
"2013-02-05",3.2075,3.22,3.22,3.27,3.36,3.45,3.555,3.76,3.965
"2013-02-06",3.2075,3.22,3.225,3.265,3.355,3.45,3.555,3.76,3.96
"2013-02-07",3.2075,3.22,3.2225,3.265,3.35,3.445,3.5525,3.76,3.96
"2013-02-08",3.2075,3.22,3.2125,3.2425,3.325,3.425,3.5225,3.725,3.925
"2013-02-11",3.2075,3.22,3.2125,3.2425,3.325,3.425,3.5225,3.725,3.925
"2013-02-12",3.2075,3.22,3.2125,3.2425,3.325,3.425,3.5225,3.725,3.925
"2013-02-13",3.2075,3.22,3.2125,3.26,3.34,3.435,3.54,3.745,3.945
"2013-02-14",3.2075,3.22,3.215,3.26,3.35,3.45,3.5625,3.755,3.965
"2013-02-15",3.2075,3.22,3.2175,3.2575,3.335,3.43,3.52,3.735,3.925
