Date,91D.deposit,9M,1Y,18M,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,12Y,15Y,20Y
9/14/2010,2.66,2.9,3.01,3.16,3.28,3.46,3.575,3.665,3.74,3.795,3.845,3.895,3.94,4.02,4.09,4.07
9/13/2010,2.66,2.915,3.0175,3.1675,3.2825,3.4675,3.5825,3.6725,3.73,3.8025,3.84,3.89,3.9525,4.015,4.1025,4.0825
9/10/2010,2.66,2.8925,2.995,3.1525,3.265,3.44,3.56,3.655,3.7225,3.78,3.83,3.8825,3.925,4,4.075,4.055
9/9/2010,2.66,2.875,2.98,3.135,3.225,3.4,3.525,3.62,3.685,3.745,3.795,3.845,3.895,3.975,4.045,4.025
9/8/2010,2.66,3.0175,3.125,3.2875,3.4,3.565,3.6725,3.7575,3.825,3.8825,3.935,3.98,4.0325,4.113,4.1825,4.1625
9/7/2010,2.66,3.0325,3.145,3.2975,3.43,3.59,3.705,3.79,3.855,3.915,3.965,4.015,4.065,4.1425,4.215,4.195
9/6/2010,2.66,3.0575,3.17,3.3375,3.47,3.64,3.755,3.84,3.9063,3.965,4.0113,4.0613,4.11,4.185,4.26,4.24
9/3/2010,2.66,3.035,3.1575,3.325,3.445,3.61,3.72,3.805,3.875,3.93,3.985,4.035,4.075,4.155,4.23,4.21
9/2/2010,2.66,3.03,3.15,3.3075,3.42,3.575,3.68,3.76,3.82,3.885,3.93,3.98,4.03,4.105,4.185,4.165
9/1/2010,2.66,3.035,3.165,3.31,3.42,3.58,3.68,3.755,3.7988,3.885,3.9079,3.9572,4.025,4.11,4.18,4.16
8/31/2010,2.66,2.995,3.12,3.2675,3.37,3.53,3.64,3.715,3.7868,3.845,3.8965,3.9439,3.985,4.0668,4.14,4.12
8/30/2010,2.63,2.98,3.1,3.2513,3.37,3.54,3.65,3.735,3.8024,3.86,3.9124,3.9591,4,4.0725,4.145,4.12
8/27/2010,2.63,2.9725,3.085,3.2375,3.35,3.52,3.63,3.715,3.782,3.84,3.8936,3.9424,3.985,4.058,4.13,4.105
8/26/2010,2.63,2.965,3.0725,3.2225,3.3425,3.5175,3.635,3.7225,3.7919,3.8525,3.9096,3.9622,4.0075,4.0822,4.1525,4.1175
8/25/2010,2.63,2.9825,3.095,3.26,3.375,3.55,3.67,3.755,3.8245,3.885,3.9432,3.9971,4.04,4.0952,4.13,4.075
8/24/2010,2.63,2.9675,3.09,3.265,3.37,3.555,3.67,3.75,3.8185,3.88,3.9382,3.9921,4.035,4.0901,4.125,4.07
8/23/2010,2.63,2.98,3.1,3.2825,3.3925,3.58,3.6875,3.765,3.8287,3.885,3.9395,3.9897,4.03,4.0848,4.12,4.045
8/20/2010,2.63,2.97,3.085,3.265,3.38,3.58,3.6925,3.77,3.8385,3.9,3.9568,4.0086,4.05,4.1053,4.14,4.065
8/19/2010,2.63,2.98,3.105,3.2875,3.405,3.61,3.7325,3.82,3.892,3.955,4.0138,4.0674,4.11,4.1659,4.2,4.125
8/18/2010,2.63,2.9625,3.085,3.2775,3.405,3.61,3.74,3.8375,3.9083,3.97,4.0287,4.0824,4.125,4.1811,4.215,4.14
8/17/2010,2.63,2.99,3.11,3.3075,3.44,3.645,3.775,3.8725,3.9444,4.005,4.0635,4.1172,4.16,4.2168,4.25,4.16
8/16/2010,2.63,2.9763,3.095,3.28,3.425,3.63,3.76,3.86,3.9361,4,4.0597,4.1129,4.155,4.2117,4.245,4.155
8/13/2010,2.63,2.955,3.08,3.29,3.405,3.615,3.75,3.86,3.9371,4,4.0609,4.1162,4.16,4.2172,4.25,4.16
8/12/2010,2.63,2.9525,3.085,3.295,3.425,3.6325,3.765,3.86,3.9348,4,4.0638,4.1232,4.17,4.2284,4.26,4.17
8/11/2010,2.63,2.98,3.12,3.3375,3.495,3.71,3.84,3.925,3.9966,4.06,4.1235,4.1836,4.23,4.2823,4.305,4.23
8/10/2010,2.63,3.0375,3.19,3.415,3.575,3.79,3.915,4,4.0691,4.13,4.1889,4.2434,4.285,4.3298,4.345,4.27
8/9/2010,2.63,3.05,3.21,3.44,3.6,3.81,3.935,4.02,4.0918,4.155,4.2149,4.2689,4.31,4.3547,4.37,4.295
8/6/2010,2.63,3.05,3.18,3.4,3.57,3.78,3.91,3.995,4.0665,4.13,4.191,4.2473,4.29,4.3353,4.35,4.275
8/5/2010,2.63,2.995,3.1375,3.36,3.5275,3.745,3.8788,3.97,4.0498,4.1163,4.1826,4.2423,4.2875,4.334,4.3475,4.2725
8/4/2010,2.63,2.97,3.115,3.3375,3.5,3.715,3.85,3.95,4.0308,4.1,4.1655,4.2251,4.27,4.3166,4.33,4.255
8/3/2010,2.63,2.9925,3.14,3.36,3.52,3.745,3.88,3.975,4.0555,4.125,4.189,4.2466,4.29,4.336,4.35,4.275
8/2/2010,2.63,3.005,3.14,3.355,3.515,3.735,3.87,3.97,4.0489,4.12,4.1848,4.242,4.285,4.3309,4.345,4.27
7/30/2010,2.63,2.96,3.095,3.3125,3.465,3.685,3.825,3.92,3.9948,4.06,4.1245,4.1846,4.23,4.2765,4.29,4.215
7/29/2010,2.63,2.9675,3.1025,3.3075,3.465,3.685,3.8225,3.92,3.9952,4.06,4.1245,4.1846,4.23,4.2765,4.29,4.215
7/28/2010,2.63,2.99,3.13,3.365,3.51,3.725,3.865,3.96,4.0321,4.1,4.1619,4.2221,4.2675,4.314,4.3275,4.2525
7/27/2010,2.63,2.9975,3.1325,3.3625,3.52,3.7375,3.8775,3.9725,4.0472,4.1125,4.1769,4.237,4.2825,4.3291,4.3425,4.2675
7/26/2010,2.63,2.9975,3.14,3.365,3.53,3.7525,3.9,3.9925,4.0574,4.13,4.1843,4.2445,4.29,4.3365,4.35,4.275
7/23/2010,2.63,2.9675,3.11,3.32,3.485,3.715,3.8625,3.9625,4.0355,4.0975,4.1614,4.2218,4.2675,4.314,4.3275,4.2525
7/22/2010,2.63,2.955,3.09,3.32,3.48,3.705,3.845,3.935,4.0044,4.065,4.1269,4.1855,4.23,4.2759,4.29,4.215
7/21/2010,2.63,3,3.1425,3.3775,3.5254,3.7575,3.8925,3.98,4.0475,4.105,4.1618,4.2147,4.255,4.2992,4.315,4.24
7/20/2010,2.63,3.035,3.1759,3.405,3.5625,3.785,3.9125,3.995,4.0617,4.12,4.1754,4.2261,4.265,4.3086,4.325,4.25
7/19/2010,2.63,3.0425,3.2063,3.4075,3.6121,3.78,3.905,3.99,4.0572,4.115,4.1708,4.2214,4.26,4.3035,4.32,4.245
7/16/2010,2.63,3.045,3.2034,3.43,3.6093,3.81,3.9375,4.025,4.0899,4.145,4.1999,4.2509,4.29,4.3335,4.35,4.275
7/15/2010,2.63,3.05,3.2063,3.435,3.6113,3.81,3.94,4.025,4.0896,4.145,4.1999,4.2509,4.29,4.3335,4.35,4.275
7/14/2010,2.63,3.06,3.204,3.47,3.6081,3.85,3.98,4.065,4.1299,4.185,4.2398,4.2909,4.33,4.3736,4.39,4.315
7/13/2010,2.63,3.0425,3.2046,3.455,3.6106,3.83,3.96,4.04,4.1039,4.16,4.2148,4.2658,4.305,4.3486,4.365,4.29
7/12/2010,2.63,3.045,3.2138,3.465,3.6332,3.8525,3.9775,4.0575,4.1188,4.1725,4.2286,4.2818,4.3225,4.3666,4.3825,4.3075
7/9/2010,2.63,3.0275,3.15,3.4525,3.6027,3.85,3.975,4.06,4.1244,4.18,4.2364,4.2894,4.33,4.3741,4.39,4.315
7/8/2010,2.46,2.95,3.1404,3.4175,3.6107,3.84,3.9725,4.0575,4.124,4.1825,4.2424,4.2992,4.3425,4.3878,4.4025,4.3275
7/7/2010,2.46,2.9275,3.1129,3.38,3.5725,3.82,3.955,4.035,4.1012,4.16,4.2198,4.2767,4.32,4.3654,4.38,4.305
7/6/2010,2.46,2.92,3.0916,3.37,3.5483,3.79,3.9225,4.01,4.0842,4.15,4.2114,4.2675,4.31,4.3554,4.37,4.295
7/5/2010,2.46,2.915,3.1031,3.38,3.5648,3.8,3.9375,4.025,4.0994,4.165,4.2269,4.2827,4.325,4.3711,4.385,4.295
7/2/2010,2.46,2.905,3.0967,3.37,3.5428,3.775,3.915,4.005,4.0798,4.145,4.2051,4.259,4.3,4.3458,4.36,4.2625
7/1/2010,2.46,2.865,3.0555,3.32,3.5016,3.7325,3.875,3.9625,4.0372,4.1025,4.1611,4.213,4.2525,4.298,4.3125,4.2075
6/30/2010,2.46,2.9,3.0978,3.375,3.5537,3.79,3.925,4.0075,4.0723,4.1275,4.1808,4.2299,4.2675,4.3129,4.3275,4.2025
6/29/2010,2.46,2.9375,3.1426,3.425,3.6035,3.825,3.96,4.0425,4.1046,4.1575,4.2088,4.256,4.2925,4.3373,4.3525,4.2275
6/28/2010,2.46,2.96,3.1964,3.455,3.652,3.865,4.0025,4.0825,4.1445,4.1975,4.2488,4.2959,4.3325,4.3772,4.3925,4.2675
6/25/2010,2.46,2.9375,3.1588,3.4225,3.6189,3.835,3.97,4.055,4.12,4.175,4.2269,4.2739,4.31,4.3547,4.37,4.245
6/24/2010,2.46,2.9575,3.1632,3.445,3.6417,3.87,4.01,4.1,4.1675,4.225,4.2819,4.3347,4.375,4.4215,4.435,4.31
6/23/2010,2.45,2.92,3.1343,3.4275,3.6734,3.87,4.01,4.1,4.1676,4.225,4.2833,4.3382,4.38,4.4272,4.44,4.315
6/22/2010,2.45,2.9125,3.1359,3.435,3.6771,3.9125,4.04,4.13,4.1845,4.25,4.2992,4.3564,4.4,4.4478,4.46,4.335
6/21/2010,2.45,2.915,3.13,3.4325,3.675,3.92,4.05,4.14,4.22,4.275,4.33,4.3875,4.435,4.485,4.495,4.37
6/18/2010,2.45,2.865,3.05,3.3475,3.56,3.805,3.945,4.045,4.1275,4.18,4.2375,4.29,4.345,4.385,4.405,4.28
6/17/2010,2.45,2.8525,3.04,3.3375,3.56,3.79,3.925,4.015,4.095,4.15,4.205,4.26,4.315,4.34,4.36,4.235
6/16/2010,2.45,2.865,3.055,3.345,3.56,3.795,3.93,4.025,4.105,4.16,4.215,4.27,4.325,4.35,4.37,4.245
6/15/2010,2.45,2.8625,3.045,3.3275,3.54,3.78,3.915,4.01,4.095,4.15,4.215,4.27,4.32,4.345,4.365,4.24
6/14/2010,2.45,2.865,3.045,3.3075,3.515,3.74,3.875,3.98,4.065,4.125,4.19,4.25,4.31,4.335,4.355,4.23
6/11/2010,2.45,2.86,3.02,3.285,3.485,3.695,3.83,3.94,4.02,4.085,4.14,4.2,4.27,4.295,4.315,4.19
6/10/2010,2.45,2.8025,2.975,3.235,3.415,3.645,3.785,3.885,3.97,4.03,4.095,4.155,4.215,4.24,4.26,4.135
6/9/2010,2.45,2.7725,2.93,3.1975,3.375,3.605,3.75,3.855,3.94,4.01,4.0725,4.13,4.1925,4.22,4.23,4.105
6/8/2010,2.45,2.79,2.96,3.225,3.4,3.63,3.77,3.875,3.9625,4.03,4.09,4.1525,4.215,4.24,4.255,4.13
6/7/2010,2.45,2.7925,2.96,3.21,3.385,3.615,3.755,3.855,3.945,4.005,4.07,4.13,4.19,4.215,4.235,4.11
6/4/2010,2.45,2.835,3.0075,3.2725,3.44,3.67,3.805,3.905,3.99,4.055,4.115,4.18,4.24,4.265,4.285,4.16
6/3/2010,2.45,2.835,2.995,3.25,3.41,3.635,3.77,3.865,3.955,4.015,4.08,4.14,4.2,4.225,4.245,4.12
6/2/2010,2.45,2.82,2.99,3.235,3.38,3.605,3.73,3.82,3.905,3.97,4.035,4.1,4.16,4.19,4.205,4.08
6/1/2010,2.45,2.82,2.985,3.235,3.38,3.605,3.73,3.82,3.9025,3.97,4.035,4.0975,4.16,4.19,4.205,4.08
5/31/2010,2.45,2.8325,3,3.255,3.415,3.64,3.77,3.855,3.9425,4.005,4.0725,4.135,4.2,4.225,4.245,4.12
5/28/2010,2.45,2.8125,2.975,3.245,3.4125,3.65,3.78,3.875,3.96,4.025,4.09,4.1525,4.215,4.24,4.26,4.135
5/27/2010,2.45,2.775,2.9325,3.2075,3.3725,3.615,3.745,3.83,3.9175,3.995,4.0575,4.12,4.185,4.21,4.23,4.105
5/26/2010,2.45,2.675,2.83,3.1075,3.2825,3.53,3.655,3.735,3.8175,3.89,3.955,4.015,4.08,4.105,4.125,4
5/25/2010,2.45,2.6475,2.78,3.06,3.2275,3.47,3.6,3.69,3.77,3.84,3.905,3.97,4.035,4.06,4.08,3.955
5/24/2010,2.45,2.7025,2.865,3.1425,3.345,3.59,3.735,3.835,3.9275,4,4.0675,4.1275,4.19,4.215,4.235,4.11
5/21/2010,2.45,2.73,2.9,3.19,3.395,3.65,3.81,3.925,4.01,4.09,4.15,4.21,4.27,4.295,4.315,4.19
5/20/2010,2.45,2.73,2.905,3.185,3.3925,3.65,3.81,3.925,4.015,4.09,4.155,4.215,4.27,4.295,4.315,4.19
5/19/2010,2.45,2.7525,2.93,3.225,3.4225,3.675,3.835,3.935,4.0275,4.09,4.15,4.21,4.27,4.295,4.315,4.19
5/18/2010,2.45,2.76,2.9575,3.2575,3.4375,3.695,3.855,3.96,4.05,4.115,4.18,4.24,4.3,4.325,4.345,4.22
5/17/2010,2.45,2.76,2.925,3.245,3.405,3.655,3.815,3.915,4.005,4.075,4.1325,4.1925,4.255,4.28,4.3,4.175
5/14/2010,2.45,2.7825,2.97,3.275,3.475,3.745,3.91,4.015,4.115,4.17,4.24,4.29,4.355,4.38,4.4,4.275
5/13/2010,2.45,2.79,2.98,3.2775,3.495,3.755,3.915,4.02,4.112,4.175,4.243,4.303,4.3625,4.388,4.4075,4.2825
5/12/2010,2.45,2.755,2.955,3.25,3.465,3.73,3.895,4,4.0975,4.15,4.225,4.285,4.34,4.365,4.385,4.26
5/11/2010,2.45,2.7,2.885,3.185,3.41,3.685,3.865,3.975,4.065,4.135,4.195,4.255,4.32,4.3475,4.365,4.24
5/10/2010,2.45,2.7075,2.915,3.225,3.45,3.745,3.9225,4.0325,4.125,4.1875,4.2525,4.3125,4.3675,4.4,4.4125,4.2875
5/7/2010,2.45,2.695,2.87,3.21,3.405,3.69,3.855,3.96,4.0725,4.115,4.17,4.23,4.29,4.325,4.335,4.21
5/6/2010,2.45,2.745,2.955,3.3,3.545,3.845,4.0125,4.125,4.2175,4.28,4.34,4.4,4.455,4.48,4.5,4.375
5/5/2010,2.45,2.78,2.995,3.32,3.57,3.845,4.01,4.1163,4.215,4.2713,4.33,4.38,4.4425,4.465,4.4875,4.3525
5/4/2010,2.45,2.785,2.988,3.325,3.545,3.845,4.01,4.115,4.208,4.2725,4.333,4.385,4.4425,4.4605,4.4875,4.3525
5/3/2010,2.45,2.765,2.965,3.3,3.545,3.83,3.995,4.105,4.2075,4.275,4.34,4.4,4.4625,4.485,4.5075,4.3725
4/30/2010,2.45,2.7325,2.9,3.255,3.475,3.786,3.9575,4.0675,4.165,4.2475,4.31,4.38,4.4375,4.463,4.4825,4.3475
4/29/2010,2.45,2.695,2.885,3.21,3.455,3.745,3.915,4.0325,4.133,4.2125,4.283,4.348,4.4025,4.428,4.4475,4.3125
4/28/2010,2.45,2.71,2.895,3.2225,3.475,3.77,3.9425,4.0625,4.1575,4.2425,4.3075,4.375,4.435,4.465,4.48,4.345
4/27/2010,2.45,2.6925,2.88,3.22,3.475,3.78,3.95,4.06,4.1625,4.235,4.31,4.375,4.435,4.46,4.48,4.345
4/26/2010,2.45,2.72,2.9267,3.3,3.5274,3.845,4.02,4.135,4.24,4.32,4.3875,4.45,4.51,4.54,4.555,4.42
4/23/2010,2.45,2.6975,2.894,3.25,3.4918,3.8175,4.0025,4.13,4.22,4.31,4.38,4.44,4.515,4.535,4.56,4.425
4/22/2010,2.45,2.7,2.9019,3.2525,3.5019,3.815,4,4.125,4.215,4.31,4.3775,4.44,4.51,4.535,4.555,4.42
4/21/2010,2.45,2.71,2.9364,3.27,3.5278,3.835,4.02,4.14,4.23,4.325,4.39,4.46,4.53,4.555,4.575,4.44
4/20/2010,2.45,2.68,2.891,3.2325,3.4756,3.7925,3.9775,4.0925,4.185,4.2775,4.345,4.41,4.4825,4.508,4.5275,4.3925
4/19/2010,2.45,2.68,2.8919,3.2125,3.4727,3.775,3.965,4.0825,4.1725,4.2625,4.328,4.3925,4.4625,4.488,4.5075,4.3725
4/16/2010,2.45,2.69,2.9207,3.2525,3.4821,3.785,3.975,4.1,4.185,4.275,4.335,4.405,4.47,4.495,4.515,4.38
4/15/2010,2.45,2.735,2.9611,3.295,3.5454,3.85,4.03,4.155,4.2475,4.3275,4.388,4.448,4.515,4.54,4.56,4.425
4/14/2010,2.45,2.7875,3.008,3.34,3.548,3.88,4.065,4.18,4.2675,4.36,4.42,4.48,4.5425,4.57,4.5825,4.4525
4/13/2010,2.45,2.7625,2.9687,3.2875,3.5265,3.83,4.01,4.13,4.2275,4.31,4.365,4.44,4.4925,4.525,4.5325,4.4175
4/12/2010,2.45,2.78,2.9867,3.295,3.5405,3.84,4.015,4.13,4.2175,4.305,4.3575,4.42,4.485,4.505,4.525,4.41
4/9/2010,2.46,2.7325,2.895,3.225,3.45,3.745,3.925,4.04,4.14,4.215,4.2925,4.3525,4.395,4.42,4.435,4.32
4/8/2010,2.53,2.69,2.865,3.1725,3.44,3.745,3.925,4.05,4.145,4.225,4.2875,4.3475,4.405,4.43,4.445,4.335
4/7/2010,2.63,2.765,2.94,3.24,3.5,3.815,4.005,4.13,4.22,4.305,4.365,4.425,4.485,4.51,4.525,4.415
4/6/2010,2.63,2.7875,2.945,3.2475,3.51,3.83,4.02,4.14,4.2325,4.31,4.375,4.425,4.48,4.505,4.52,4.41
4/5/2010,2.72,2.855,3.01,3.3175,3.57,3.89,4.065,4.18,4.2675,4.34,4.4,4.45,4.51,4.535,4.55,4.44
4/2/2010,2.78,2.92,3.06,3.3625,3.6,3.9,4.065,4.17,4.2775,4.33,4.41,4.46,4.49,4.515,4.53,4.47
4/1/2010,2.78,2.935,3.08,3.3813,3.62,3.9,4.065,4.17,4.2625,4.33,4.39,4.44,4.485,4.515,4.53,4.44
3/31/2010,2.78,2.975,3.135,3.4325,3.675,3.955,4.11,4.22,4.305,4.37,4.42,4.47,4.525,4.55,4.565,4.455
3/30/2010,2.78,2.9675,3.14,3.42,3.685,3.96,4.125,4.23,4.305,4.385,4.435,4.49,4.54,4.565,4.58,4.47
3/29/2010,2.78,2.9325,3.115,3.3975,3.67,3.95,4.12,4.22,4.295,4.37,4.425,4.475,4.535,4.56,4.575,4.465
3/26/2010,2.78,2.9525,3.125,3.405,3.65,3.925,4.07,4.17,4.2575,4.32,4.385,4.435,4.475,4.515,4.53,4.43
3/25/2010,2.81,2.96,3.13,3.41,3.655,3.93,4.075,4.175,4.2475,4.325,4.37,4.42,4.48,4.505,4.52,4.43
3/24/2010,2.81,3,3.18,3.455,3.705,3.98,4.12,4.215,4.29,4.355,4.41,4.46,4.515,4.54,4.555,4.445
3/23/2010,2.81,2.98,3.13,3.3925,3.635,3.9125,4.055,4.1575,4.24,4.2975,4.355,4.405,4.46,4.485,4.5,4.41
3/22/2010,2.81,2.92,3.05,3.315,3.54,3.8025,3.9525,4.0625,4.145,4.205,4.275,4.325,4.37,4.395,4.41,4.32
3/19/2010,2.82,2.925,3.07,3.34,3.565,3.84,3.995,4.105,4.185,4.255,4.305,4.355,4.41,4.455,4.47,4.36
3/18/2010,2.82,2.92,3.085,3.355,3.575,3.845,3.985,4.105,4.1825,4.25,4.305,4.36,4.405,4.435,4.45,4.34
3/17/2010,2.82,2.945,3.115,3.385,3.605,3.87,4.03,4.14,4.2225,4.285,4.34,4.4,4.455,4.48,4.495,4.385
3/16/2010,2.82,3.015,3.195,3.46,3.665,3.905,4.06,4.165,4.23,4.295,4.34,4.39,4.435,4.46,4.475,4.3725
3/15/2010,2.83,3.045,3.22,3.47,3.675,3.915,4.07,4.175,4.24,4.305,4.35,4.4,4.445,4.47,4.485,4.375
3/12/2010,2.83,3.05,3.215,3.465,3.66,3.9,4.05,4.155,4.22,4.285,4.33,4.38,4.425,4.45,4.465,4.355
3/11/2010,2.84,3.08,3.25,3.5,3.695,3.94,4.0875,4.19,4.255,4.3175,4.365,4.41,4.46,4.485,4.5,4.39
3/10/2010,2.86,3.14,3.315,3.565,3.765,4.015,4.155,4.255,4.32,4.38,4.425,4.47,4.515,4.54,4.555,4.445
3/9/2010,2.86,3.12,3.295,3.55,3.76,4.01,4.15,4.25,4.315,4.375,4.42,4.46,4.51,4.535,4.55,4.44
3/8/2010,2.86,3.14,3.31,3.565,3.77,4.01,4.15,4.245,4.31,4.37,4.415,4.46,4.505,4.53,4.545,4.435
3/5/2010,2.86,3.115,3.285,3.545,3.75,3.985,4.12,4.21,4.275,4.33,4.37,4.41,4.45,4.475,4.49,4.4
3/4/2010,2.88,3.1325,3.3,3.555,3.75,3.982,4.115,4.2,4.27,4.325,4.37,4.415,4.455,4.48,4.505,4.425
3/3/2010,2.88,3.1375,3.305,3.5638,3.765,3.993,4.128,4.215,4.285,4.34,4.3825,4.4225,4.47,4.495,4.51,4.42
3/2/2010,2.88,3.1375,3.31,3.575,3.78,4.015,4.155,4.245,4.32,4.365,4.4125,4.4525,4.495,4.52,4.545,4.465
3/1/2010,2.88,3.13,3.31,3.575,3.79,4.03,4.165,4.255,4.32,4.375,4.42,4.46,4.505,4.53,4.555,4.475
2/26/2010,2.88,3.1325,3.31,3.575,3.79,4.03,4.165,4.255,4.32,4.375,4.41,4.4625,4.505,4.53,4.555,4.475
2/25/2010,2.88,3.125,3.31,3.5725,3.785,4.02,4.155,4.24,4.305,4.36,4.405,4.45,4.49,4.515,4.54,4.46
2/24/2010,2.88,3.155,3.345,3.61,3.835,4.08,4.215,4.305,4.37,4.425,4.47,4.515,4.56,4.585,4.61,4.53
2/23/2010,2.88,3.1575,3.35,3.6325,3.855,4.105,4.245,4.335,4.4,4.455,4.5,4.5475,4.59,4.615,4.64,4.56
2/22/2010,2.88,3.1825,3.38,3.6525,3.89,4.14,4.275,4.36,4.4275,4.48,4.525,4.57,4.615,4.64,4.665,4.585
2/19/2010,2.88,3.16,3.355,3.63,3.87,4.135,4.27,4.355,4.42,4.475,4.52,4.56,4.605,4.63,4.655,4.575
2/18/2010,2.88,3.0675,3.25,3.54,3.76,4.055,4.21,4.305,4.37,4.44,4.48,4.525,4.575,4.6,4.625,4.545
2/17/2010,2.88,3.06,3.245,3.53,3.77,4.065,4.21,4.31,4.3775,4.44,4.485,4.5275,4.575,4.6,4.625,4.545
2/16/2010,2.88,3.09,3.285,3.575,3.805,4.085,4.225,4.32,4.385,4.45,4.4925,4.535,4.585,4.61,4.635,4.555
2/15/2010,2.88,3.115,3.3,3.58,3.8,4.07,4.205,4.3,4.37,4.43,4.475,4.52,4.565,4.59,4.615,4.535
2/12/2010,2.88,3.1125,3.305,3.585,3.805,4.075,4.21,4.305,4.375,4.435,4.475,4.525,4.57,4.59,4.615,4.535
2/11/2010,2.88,3.1525,3.345,3.6325,3.85,4.12,4.255,4.35,4.415,4.475,4.52,4.56,4.605,4.63,4.655,4.575
2/10/2010,2.88,3.1975,3.395,3.68,3.91,4.165,4.3,4.39,4.455,4.51,4.565,4.605,4.64,4.665,4.69,4.61
2/9/2010,2.88,3.175,3.375,3.67,3.905,4.165,4.3,4.385,4.4475,4.515,4.56,4.5925,4.635,4.66,4.685,4.605
2/8/2010,2.88,3.185,3.395,3.68,3.92,4.175,4.31,4.4,4.465,4.52,4.56,4.61,4.65,4.675,4.7,4.62
2/5/2010,2.88,3.1625,3.37,3.6525,3.885,4.145,4.275,4.365,4.4325,4.485,4.53,4.57,4.615,4.64,4.665,4.585
2/4/2010,2.88,3.18,3.39,3.67,3.91,4.17,4.305,4.4,4.47,4.52,4.565,4.605,4.65,4.675,4.7,4.62
2/3/2010,2.88,3.185,3.395,3.6775,3.91,4.16,4.295,4.395,4.4625,4.515,4.55,4.605,4.64,4.665,4.69,4.61
2/2/2010,2.88,3.18,3.39,3.695,3.915,4.155,4.3,4.395,4.45,4.515,4.55,4.59,4.645,4.67,4.695,4.615
2/1/2010,2.88,3.21,3.425,3.735,3.96,4.21,4.34,4.425,4.49,4.545,4.5875,4.625,4.665,4.69,4.715,4.635
1/29/2010,2.88,3.19,3.41,3.7075,3.945,4.185,4.315,4.4,4.465,4.52,4.5575,4.595,4.64,4.66,4.685,4.605
1/28/2010,2.88,3.225,3.445,3.7475,3.985,4.225,4.355,4.44,4.5125,4.56,4.6,4.64,4.68,4.705,4.73,4.65
1/27/2010,2.88,3.215,3.415,3.7175,3.95,4.19,4.32,4.415,4.4825,4.535,4.5775,4.6175,4.66,4.685,4.71,4.63
1/26/2010,2.88,3.2,3.4,3.7025,3.925,4.17,4.305,4.405,4.475,4.525,4.565,4.605,4.645,4.67,4.695,4.615
1/25/2010,2.88,3.24,3.445,3.7563,3.985,4.22,4.35,4.45,4.51,4.57,4.61,4.65,4.69,4.715,4.74,4.66
1/22/2010,2.88,3.2425,3.445,3.7575,3.985,4.21,4.34,4.43,4.4925,4.55,4.59,4.63,4.67,4.695,4.72,4.64
1/21/2010,2.88,3.28,3.49,3.7975,4.03,4.255,4.38,4.47,4.5325,4.585,4.625,4.67,4.71,4.735,4.76,4.68
1/20/2010,2.88,3.2675,3.47,3.785,4.015,4.245,4.38,4.47,4.5325,4.585,4.625,4.67,4.71,4.735,4.76,4.68
1/19/2010,2.88,3.2625,3.46,3.775,4,4.22,4.37,4.46,4.52,4.575,4.615,4.655,4.695,4.723,4.745,4.665
1/18/2010,2.88,3.285,3.5,3.805,4.04,4.27,4.405,4.495,4.5475,4.61,4.6425,4.6825,4.73,4.76,4.78,4.7
1/15/2010,2.88,3.26,3.48,3.78,4,4.22,4.35,4.435,4.49,4.55,4.585,4.625,4.675,4.7,4.71,4.625
1/14/2010,2.88,3.2575,3.485,3.7725,3.985,4.205,4.345,4.43,4.51,4.54,4.58,4.64,4.66,4.685,4.71,4.63
1/13/2010,2.88,3.2825,3.51,3.795,4.01,4.23,4.365,4.45,4.505,4.56,4.595,4.635,4.68,4.705,4.73,4.65
1/12/2010,2.88,3.245,3.465,3.785,3.995,4.235,4.37,4.46,4.525,4.57,4.71,4.655,4.69,4.705,4.725,4.64
1/11/2010,2.88,3.235,3.47,3.7825,4.01,4.265,4.41,4.505,4.5675,4.625,4.6725,4.7,4.765,4.79,4.815,4.735
1/8/2010,2.88,3.37,3.61,3.9125,4.13,4.37,4.5,4.595,4.61,4.7,4.7375,4.7775,4.815,4.84,4.865,4.785
1/7/2010,2.88,3.36,3.58,3.8875,4.105,4.33,4.45,4.535,4.5875,4.635,4.675,4.705,4.75,4.775,4.8,4.72
1/6/2010,2.88,3.44,3.665,3.975,4.185,4.405,4.52,4.6,4.65,4.705,4.74,4.78,4.82,4.845,4.87,4.79
1/5/2010,2.88,3.41,3.645,3.9375,4.15,4.365,4.48,4.555,4.605,4.65,4.685,4.725,4.765,4.79,4.815,4.735
1/4/2010,2.88,3.465,3.71,4.0225,4.235,4.445,4.555,4.615,4.6725,4.715,4.755,4.8025,4.835,4.86,4.885,4.805
1/1/2010,2.86,3.405,3.655,4,4.19,4.4,4.5,4.57,4.62,4.67,4.71,4.76,4.8,4.825,4.85,4.77
12/31/2009,2.86,3.405,3.655,4,4.19,4.4,4.5,4.57,4.62,4.67,4.71,4.76,4.8,4.825,4.85,4.77
12/30/2009,2.86,3.4125,3.6625,4.0038,4.1925,4.4075,4.4975,4.565,4.615,4.6725,4.7125,4.7575,4.795,4.825,4.85,4.765
12/29/2009,2.85,3.4,3.645,3.98,4.17,4.38,4.475,4.545,4.5975,4.64,4.68,4.72,4.765,4.79,4.815,4.735
12/28/2009,2.85,3.365,3.6,3.935,4.125,4.34,4.435,4.505,4.5525,4.6,4.64,4.68,4.725,4.75,4.775,4.725
