Date,1M,2M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
4/1/2014,9.2,8.25,8.35,8.43,8.5,8.545,8.31,8.33,8.46,8.52,8.61,8.6675
3/31/2014,9.2,8.25,8.35,8.43,8.5,8.545,8.31,8.33,8.46,8.52,8.61,8.6675
3/28/2014,9.2,8.25,8.35,8.43,8.5,8.545,8.315,8.335,8.465,8.525,8.605,8.625
3/27/2014,9.445,8.775,8.57,8.55,8.55,8.575,8.335,8.355,8.455,8.515,8.595,8.615
3/26/2014,9.465,8.795,8.68,8.58,8.6,8.615,8.355,8.375,8.465,8.525,8.605,8.625
3/25/2014,9.4,8.8,8.68,8.58,8.605,8.625,8.375,8.395,8.475,8.535,8.615,8.6825
3/24/2014,9.32,8.785,8.7,8.6,8.61,8.635,8.365,8.375,8.475,8.535,8.615,8.685
3/21/2014,9.25,8.8,8.7,8.6,8.623,8.66,8.38,8.39,8.48,8.54,8.62,8.69
3/20/2014,9.5,8.83,8.7,8.6,8.623,8.66,8.38,8.39,8.48,8.54,8.62,8.69
3/19/2014,9.54,8.92,8.7,8.6,8.608,8.63,8.34,8.35,8.41,8.47,8.55,8.62
3/18/2014,9.5,8.83,8.7,8.6,8.608,8.63,8.34,8.35,8.41,8.47,8.55,8.62
3/17/2014,9.52,8.85,8.7,8.6,8.613,8.64,8.35,8.36,8.42,8.48,8.56,8.63
3/14/2014,9.52,8.85,8.7,8.6,8.613,8.64,8.35,8.36,8.42,8.48,8.56,8.63
3/13/2014,9.585,8.925,8.6,8.5,8.558,8.63,8.34,8.35,8.41,8.47,8.55,8.57
3/12/2014,9.55,8.95,8.75,8.65,8.625,8.615,8.335,8.345,8.425,8.485,8.565,8.585
3/11/2014,9.5,8.83,8.75,8.65,8.638,8.64,8.37,8.38,8.47,8.53,8.61,8.63
3/10/2014,9.42,8.86,8.75,8.65,8.653,8.67,8.4,8.41,8.5,8.56,8.64,8.66
3/7/2014,9.05,8.875,8.75,8.65,8.64,8.645,8.385,8.395,8.485,8.545,8.625,8.6925
3/6/2014,9.5,8.8,8.75,8.65,8.635,8.635,8.375,8.385,8.475,8.535,8.615,8.635
3/5/2014,9.435,8.84,8.75,8.65,8.64,8.655,8.395,8.405,8.49,8.55,8.6475,8.73
3/4/2014,9.4,8.85,8.75,8.65,8.648,8.67,8.41,8.42,8.51,8.58,8.66,8.725
3/3/2014,9.52,8.89,8.72,8.64,8.665,8.69,8.43,8.44,8.54,8.61,8.69,8.76
2/28/2014,9.53,8.88,8.72,8.64,8.66,8.68,8.42,8.43,8.52,8.58,8.66,8.725
2/27/2014,8.45,8.9,8.72,8.64,8.675,8.71,8.45,8.46,8.57,8.61,8.69,8.76
2/26/2014,8.41,8.9,8.72,8.64,8.675,8.71,8.46,8.465,8.565,8.625,8.72,8.76
2/25/2014,8.39,8.86,8.7,8.62,8.66,8.69,8.41,8.41,8.52,8.57,8.65,8.72
2/24/2014,8.37,8.86,8.7,8.62,8.645,8.66,8.41,8.41,8.51,8.56,8.64,8.705
2/21/2014,8.425,8.81,8.7,8.58,8.615,8.64,8.34,8.33,8.43,8.49,8.57,8.59
2/20/2014,8.35,8.84,8.73,8.59,8.61,8.62,8.34,8.33,8.41,8.46,8.54,8.56
2/19/2014,8.33,8.82,8.75,8.61,8.625,8.64,8.34,8.33,8.4,8.45,8.53,8.55
2/18/2014,8.33,8.82,8.75,8.61,8.625,8.64,8.34,8.33,8.4,8.45,8.53,8.55
2/17/2014,8.52,8.97,8.77,8.61,8.65,8.69,8.395,8.39,8.44,8.49,8.57,8.605
2/14/2014,8.505,8.955,8.8,8.66,8.673,8.685,8.405,8.385,8.455,8.515,8.595,8.615
2/13/2014,8.5,8.95,8.75,8.605,8.64,8.675,8.405,8.385,8.465,8.505,8.585,8.605
2/12/2014,8.46,8.885,8.76,8.575,8.615,8.655,8.375,8.365,8.405,8.435,8.515,8.535
2/11/2014,8.52,8.92,8.77,8.585,8.613,8.655,8.365,8.355,8.385,8.425,8.49,8.53
2/10/2014,8.5,8.9,8.76,8.585,8.61,8.635,8.335,8.325,8.345,8.385,8.465,8.485
2/7/2014,8.5,8.9,8.74,8.57,8.61,8.65,8.36,8.35,8.39,8.43,8.51,8.53
2/6/2014,8.5,8.9,8.7,8.67,8.658,8.62,8.32,8.31,8.36,8.4,8.48,8.5
2/5/2014,8.395,8.885,8.7,8.67,8.668,8.64,8.36,8.35,8.36,8.4,8.48,8.5
2/4/2014,8.34,8.82,8.7,8.67,8.678,8.66,8.38,8.37,8.38,8.42,8.5,8.52
2/3/2014,8.47,8.82,8.7,8.67,8.7,8.7,8.42,8.4,8.43,8.47,8.55,8.57
1/31/2014,8.385,8.84,8.73,8.65,8.685,8.72,8.42,8.4,8.42,8.46,8.54,8.54
1/30/2014,8.48,8.47,8.73,8.65,8.685,8.72,8.42,8.4,8.42,8.46,8.54,8.59
1/29/2014,8.39,8.38,8.7,8.575,8.583,8.59,8.29,8.26,8.28,8.34,8.42,8.47
1/28/2014,8.285,8.41,8.68,8.58,8.565,8.55,8.27,8.24,8.29,8.35,8.43,8.45
1/27/2014,8.28,8.27,8.5,8.35,8.398,8.45,8.19,8.19,8.23,8.29,8.37,8.5
1/24/2014,8.23,8.22,8.5,8.3,8.343,8.39,8.16,8.16,8.21,8.27,8.37,8.46
1/23/2014,8.105,8.19,8.5,8.3,8.34,8.385,8.105,8.085,8.13,8.19,8.27,8.34
1/22/2014,8.2,8.19,8.5,8.3,8.338,8.39,8.13,8.15,8.18,8.24,8.32,8.385
1/21/2014,8.12,8.2,8.45,8.18,8.16,8.17,7.97,7.99,8.06,8.12,8.2,8.27
1/20/2014,8.225,8.15,8.48,8.23,8.255,8.2,7.96,7.98,8.05,8.11,8.19,8.21
1/17/2014,8.25,8.24,8.6,8.33,8.365,8.285,8.025,8.045,8.135,8.195,8.275,8.295
1/16/2014,8.24,8.23,8.6,8.33,8.345,8.265,8.005,8.025,8.095,8.155,8.235,8.3025
1/15/2014,8.3,8.3,8.6,8.33,8.335,8.25,7.99,8.01,8.08,8.14,8.22,8.295
1/14/2014,8.175,8.225,8.63,8.33,8.363,8.29,8.06,8.09,8.18,8.25,8.33,8.36
1/13/2014,8.175,8.225,8.63,8.33,8.363,8.29,8.06,8.09,8.18,8.25,8.33,8.36
1/10/2014,8.12,8.17,8.6,8.45,8.425,8.355,8.14,8.17,8.26,8.33,8.4325,8.4825
1/9/2014,8.33,8.315,8.6,8.45,8.428,8.37,8.15,8.19,8.27,8.34,8.42,8.45
1/8/2014,8.17,8.225,8.6,8.45,8.405,8.35,8.16,8.195,8.285,8.355,8.455,8.505
1/7/2014,8.17,8.22,8.6,8.45,8.42,8.38,8.175,8.205,8.305,8.375,8.48,8.53
1/6/2014,8.18,8.2,8.5,8.38,8.375,8.36,8.15,8.18,8.29,8.36,8.44,8.47
1/3/2014,8.125,8.195,8.5,8.38,8.4,8.41,8.2,8.23,8.37,8.44,8.52,8.57
1/2/2014,8.24,8.26,8.5,8.38,8.4,8.41,8.2,8.23,8.37,8.44,8.52,8.57
1/1/2014,8.295,8.315,8.6,8.55,8.48,8.48,8.28,8.28,8.42,8.495,8.625,8.76
12/31/2013,8.425,8.4,8.6,8.55,8.49,8.48,8.28,8.3,8.43,8.5,8.63,8.77
12/30/2013,8.475,8.415,8.35,8.5,8.475,8.45,8.25,8.28,8.4,8.47,8.55,8.65
12/27/2013,8.265,8.265,8.35,8.5,8.475,8.45,8.25,8.28,8.4,8.47,8.55,8.6
12/26/2013,8.285,8.285,8.35,8.5,8.475,8.45,8.25,8.28,8.4,8.47,8.55,8.6
12/25/2013,8.26,8.28,8.3,8.45,8.43,8.41,8.21,8.24,8.36,8.43,8.51,8.56
12/24/2013,8.26,8.28,8.3,8.45,8.43,8.41,8.21,8.24,8.36,8.43,8.51,8.56
12/23/2013,8.2,8.21,8.3,8.45,8.43,8.41,8.21,8.24,8.36,8.43,8.51,8.56
12/20/2013,8.16,8.12,8.3,8.45,8.43,8.41,8.21,8.24,8.36,8.43,8.51,8.56
12/19/2013,8.02,8.04,8.3,8.45,8.43,8.41,8.21,8.24,8.36,8.43,8.51,8.56
12/18/2013,8.21,8.22,8.28,8.48,8.47,8.46,8.25,8.285,8.395,8.47,8.535,8.6
12/17/2013,8.14,8.16,8.4,8.6,8.56,8.52,8.31,8.34,8.45,8.52,8.6,8.7
12/16/2013,8.065,8.085,8.4,8.5,8.54,8.54,8.32,8.39,8.42,8.54,8.62,8.675
12/13/2013,8.245,8.265,8.4,8.55,8.555,8.57,8.31,8.38,8.42,8.54,8.62,8.715
12/12/2013,8.32,8.32,8.3,8.43,8.46,8.45,8.24,8.29,8.38,8.48,8.53,8.63
12/11/2013,8.35,8.35,8.3,8.5,8.48,8.45,8.24,8.27,8.37,8.46,8.5,8.56
12/10/2013,8.35,8.35,8.3,8.5,8.48,8.45,8.24,8.27,8.37,8.45,8.5,8.56
12/9/2013,8.35,8.35,8.3,8.43,8.44,8.45,8.26,8.29,8.35,8.43,8.48,8.59
12/6/2013,8.335,8.335,8.3,8.4,8.415,8.42,8.22,8.25,8.3,8.38,8.43,8.49
12/5/2013,8.2,8.2,8.25,8.34,8.35,8.36,8.18,8.21,8.29,8.365,8.42,8.49
12/4/2013,8.24,8.24,8.3,8.38,8.405,8.4,8.2,8.23,8.34,8.375,8.43,8.5
12/3/2013,8.4,8.4,8.3,8.4,8.41,8.41,8.2,8.22,8.31,8.35,8.4,8.46
12/2/2013,8.4,8.4,8.29,8.39,8.4,8.41,8.2,8.22,8.31,8.35,8.4,8.46
11/29/2013,8.435,8.435,8.5,8.55,8.51,8.48,8.24,8.26,8.34,8.38,8.43,8.49
11/28/2013,8.54,8.54,8.5,8.575,8.5,8.51,8.3,8.32,8.38,8.415,8.48,8.55
11/27/2013,8.525,8.525,8.5,8.575,8.5,8.51,8.3,8.32,8.38,8.43,8.48,8.55
11/26/2013,8.57,8.57,8.575,8.6,8.55,8.56,8.33,8.36,8.41,8.47,8.525,8.57
11/25/2013,8.63,8.63,8.575,8.625,8.75,8.58,8.37,8.395,8.45,8.505,8.57,8.62
11/22/2013,8.65,8.6,8.65,8.65,8.75,8.63,8.395,8.415,8.49,8.53,8.585,8.635
11/21/2013,8.65,8.6,8.65,8.65,8.75,8.645,8.395,8.415,8.495,8.52,8.575,8.625
11/20/2013,8.6,8.6,8.55,8.55,8.6,8.62,8.36,8.37,8.435,8.475,8.53,8.58
11/19/2013,8.6,8.55,8.5,8.5,8.55,8.57,8.345,8.36,8.4,8.445,8.5,8.55
11/18/2013,8.6,8.625,8.5,8.5,8.55,8.61,8.345,8.38,8.4,8.45,8.6,8.605
11/15/2013,8.6,8.625,8.5,8.5,8.55,8.58,8.345,8.38,8.4,8.45,8.6,8.65
11/14/2013,8.6,8.625,8.5,8.5,8.55,8.625,8.345,8.38,8.4,8.45,8.6,8.65
11/13/2013,8.6,8.55,8.5,8.5,8.55,8.595,8.37,8.37,8.4,8.45,8.55,8.6
11/12/2013,8.65,8.55,8.6,8.57,8.575,8.705,8.44,8.47,8.51,8.56,8.6,8.65
11/11/2013,8.55,8.55,8.6,8.57,8.575,8.6,8.375,8.4,8.42,8.475,8.49,8.54
11/8/2013,8.45,8.45,8.35,8.5,8.5,8.48,8.26,8.305,8.34,8.375,8.42,8.47
11/7/2013,8.45,8.44,8.35,8.5,8.5,8.47,8.26,8.26,8.3,8.36,8.35,8.4
11/6/2013,8.375,8.4,8.42,8.525,8.5,8.43,8.24,8.25,8.29,8.325,8.35,8.4
11/5/2013,8.325,8.38,8.42,8.46,8.5,8.42,8.18,8.205,8.225,8.255,8.35,8.35
11/4/2013,8.325,8.38,8.42,8.46,8.5,8.44,8.165,8.175,8.225,8.255,8.32,8.36
11/1/2013,8.325,8.38,8.42,8.46,8.5,8.425,8.165,8.175,8.225,8.255,8.32,8.36
10/31/2013,8.525,8.5,8.42,8.475,8.475,8.385,8.14,8.15,8.2,8.2,8.275,8.315
10/30/2013,8.55,8.5,8.42,8.475,8.475,8.39,8.16,8.19,8.225,8.26,8.27,8.31
10/29/2013,8.75,8.55,8.45,8.475,8.475,8.42,8.19,8.2,8.2,8.26,8.29,8.33
10/28/2013,8.525,8.525,8.52,8.43,8.425,8.435,8.17,8.2,8.22,8.24,8.31,8.37
10/25/2013,8.575,8.55,8.5,8.425,8.425,8.42,8.16,8.185,8.21,8.23,8.245,8.295
10/24/2013,8.65,8.6,8.5,8.425,8.425,8.43,8.175,8.195,8.215,8.245,8.27,8.31
10/23/2013,8.65,8.6,8.5,8.425,8.425,8.42,8.175,8.185,8.21,8.24,8.27,8.31
10/22/2013,8.675,8.625,8.55,8.5,8.5,8.44,8.185,8.2,8.21,8.245,8.265,8.3
10/21/2013,8.7,8.6,8.65,8.6,8.5,8.455,8.18,8.19,8.21,8.23,8.27,8.32
10/18/2013,8.7,8.7,8.65,8.6,8.5,8.52,8.18,8.18,8.21,8.225,8.265,8.31
10/17/2013,8.75,8.75,8.65,8.6,8.5,8.495,8.18,8.165,8.2,8.22,8.21,8.28
10/16/2013,8.75,8.665,8.6,8.57,8.54,8.51,8.17,8.185,8.205,8.225,8.21,8.27
10/15/2013,8.75,8.665,8.6,8.57,8.54,8.505,8.17,8.185,8.205,8.225,8.21,8.27
10/14/2013,8.75,8.59,8.55,8.5,8.485,8.435,8.095,8.12,8.13,8.145,8.18,8.22
10/11/2013,8.775,8.6,8.55,8.45,8.45,8.375,8.04,8.055,8.07,8.09,8.14,8.19
10/10/2013,8.775,8.65,8.45,8.4,8.375,8.395,8.12,8.075,8.11,8.165,8.155,8.205
10/9/2013,8.775,8.65,8.45,8.4,8.375,8.395,8.07,8.065,8.095,8.11,8.15,8.2
10/8/2013,8.775,8.7,8.55,8.5,8.5,8.41,8.1,8.105,8.105,8.12,8.15,8.2
10/7/2013,9.2,9.135,9.075,8.87,8.74,8.68,8.28,8.25,8.26,8.265,8.29,8.35
10/4/2013,9.2,9.135,9,8.75,8.7,8.645,8.255,8.23,8.25,8.255,8.285,8.335
10/3/2013,9.35,9.1,9,8.75,8.7,8.69,8.3,8.29,8.3,8.31,8.34,8.38
10/2/2013,9.3,9.15,9.2,8.95,8.85,8.73,8.365,8.345,8.365,8.375,8.4,8.44
10/1/2013,9.3,9.15,9.2,8.95,8.85,8.765,8.365,8.345,8.365,8.375,8.4,8.44
9/30/2013,9.475,9.3,9.2,8.95,8.85,8.72,8.36,8.35,8.365,8.385,8.4,8.44
9/27/2013,9.55,9.35,9.2,8.95,8.85,8.77,8.36,8.35,8.37,8.39,8.41,8.45
9/26/2013,9.525,9.35,9.2,9.05,8.95,8.77,8.43,8.355,8.37,8.385,8.4,8.335
9/25/2013,9.55,9.35,9.2,9.05,8.95,8.79,8.43,8.365,8.375,8.39,8.41,8.45
9/24/2013,9.55,9.25,9.2,9.05,8.95,8.84,8.4,8.375,8.35,8.395,8.43,8.47
9/23/2013,9.55,9.4,9.2,9.05,8.95,8.85,8.43,8.41,8.43,8.45,8.47,8.51
9/20/2013,9.3,9.3,9.37,9.12,8.92,8.8,8.32,8.34,8.32,8.335,8.32,8.35
9/19/2013,9.6,9.6,9.71,9.5,9.25,8.75,8.15,8.07,8.12,8.1,8.1,8.15
9/18/2013,10.03,9.98,9.875,9.6,9.35,9.145,8.5,8.38,8.345,8.315,8.35,8.39
9/17/2013,10.2,10.125,9.875,9.6,9.35,9.155,8.51,8.385,8.345,8.315,8.35,8.39
9/16/2013,10.2,10.15,10.175,9.65,9.25,9.2,8.54,8.405,8.395,8.335,8.37,8.41
9/13/2013,10.25,10.225,10.175,9.6,9.32,9.21,8.58,8.53,8.49,8.38,8.4,8.44
9/12/2013,10.5,10.25,10.125,9.6,9.32,9.28,8.54,8.41,8.37,8.35,8.42,8.46
9/11/2013,10.275,10.275,9.95,9.6,9.32,9.125,8.52,8.385,8.35,8.32,8.34,8.38
9/10/2013,10.35,10.2,9.85,9.55,9.25,9.1,8.49,8.36,8.365,8.3,8.36,8.485
9/9/2013,10.35,10.3,10.1,9.8,9.35,9.25,8.57,8.445,8.44,8.4,8.4,8.48
9/6/2013,10.35,10.3,10.1,9.8,9.35,9.28,8.57,8.445,8.44,8.4,8.4,8.48
9/5/2013,10.45,10.325,10.1,9.8,9.35,9.335,8.6,8.45,8.445,8.4,8.46,8.485
9/4/2013,10.575,10.575,10.35,10.05,9.65,9.5,8.795,8.635,8.605,8.555,8.58,8.62
9/3/2013,10.65,10.6,10.675,10.15,9.9,9.65,8.89,8.735,8.685,8.645,8.7175,8.78
9/2/2013,10.65,10.6,10.6,10.1,9.75,9.61,8.785,8.65,8.59,8.535,8.57,8.61
8/30/2013,10.7,10.6,10.9,10.67,10.17,9.6,8.81,8.75,8.61,8.55,8.6,8.61
8/29/2013,10.75,10.75,10.9,10.67,10.17,9.795,9.03,8.835,8.775,8.725,8.72,8.76
8/28/2013,10.9,10.875,10.9,10.67,10.42,10.175,9.35,9.225,9.1,9.05,9.1075,9.12
8/27/2013,10.8,10.8,10.65,10.2,9.9,9.87,9.11,8.92,8.85,8.8,8.82,8.86
8/26/2013,10.685,10.675,10.4,10.05,9.72,9.53,8.76,8.605,8.555,8.48,8.575,8.54
8/23/2013,10.525,10.525,10.4,10.05,9.72,9.555,8.76,8.61,8.6,8.5,8.5,8.55
8/22/2013,10.75,10.6,10.55,10.25,9.95,9.62,8.85,8.71,8.69,8.64,8.62,8.67
8/21/2013,10.8,10.4,10.6,10.15,9.75,9.665,8.885,8.745,8.685,8.64,8.65,8.715
8/20/2013,11.45,11.375,11,10.575,10.275,10,9.19,9.025,9,8.975,8.95,9
8/19/2013,11.475,11.4,10.7,10.125,9.825,10.15,9.375,9.225,9.195,9.145,9.21,9.29
8/16/2013,11.45,11.15,10.7,10.125,9.825,9.925,9.15,8.97,8.945,8.915,8.62,8.68
8/15/2013,11.125,11.1,10.7,10.125,9.825,9.62,8.9,8.73,8.69,8.67,8.87,8.91
8/14/2013,11.125,11.1,10.7,10.125,9.825,9.6,8.9,8.73,8.69,8.67,8.87,8.91
8/13/2013,11.125,11.1,10.7,10.125,9.825,9.67,8.88,8.67,8.65,8.6,8.75,8.85
8/12/2013,10.9,11.075,10.75,10.1,9.8,9.62,8.9,8.63,8.645,8.5,8.65,8.7
8/9/2013,10.4,10.45,10.35,9.7,9.45,9.26,8.59,8.47,8.44,8.44,8.6,8.65
8/8/2013,10.4,10.45,10.35,9.7,9.45,9.24,8.59,8.47,8.44,8.39,8.6,8.65
8/7/2013,10.45,10.45,10.35,9.7,9.45,9.275,8.64,8.53,8.5,8.45,8.4865,8.525
8/6/2013,10.5,10.5,10.35,9.7,9.45,9.245,8.65,8.53,8.49,8.49,8.48,8.53
8/5/2013,10.4,10.425,10.35,9.65,9.4,9.16,8.525,8.415,8.4,8.38,8.42,8.54
8/2/2013,10.65,10.575,10.75,9.75,9.6,9.415,8.665,8.495,8.46,8.425,8.55,8.56
8/1/2013,10.875,10.7,10.75,10.2,9.8,9.39,8.675,8.6,8.5,8.425,8.445,8.6
7/31/2013,10.825,10.9,10.75,10.2,9.8,9.53,8.775,8.6,8.505,8.49,8.55,8.585
7/30/2013,10.9,10.85,10.61,9.875,9.72,9.51,8.7,8.53,8.45,8.4,8.45,8.55
7/29/2013,10.8,10.7,10.61,9.75,9.55,9.27,8.545,8.39,8.39,8.3,8.45,8.47
7/26/2013,11.15,11.1,10.61,10,9.65,9.295,8.55,8.45,8.35,8.3,8.4,8.475
7/25/2013,11.2,11.225,10.61,10,9.65,9.33,8.55,8.45,8.35,8.3,8.4,8.53
7/24/2013,11.075,11.1,10.4,9.75,9.55,9.5,8.68,8.55,8.53,8.47,8.54,8.62
7/23/2013,9.85,9.75,9.65,9,8.765,8.755,8.345,8.295,8.275,8.29,8.25,8.45
7/22/2013,9.475,9.425,9.25,9,8.765,8.785,8.18,8.105,8.15,8.15,8.275,8.425
7/19/2013,9.5,9.45,9.25,9,8.765,8.62,8.24,8.105,8.1,8.1,8.15,8.4
7/18/2013,9.475,9.475,9.5,9.125,8.765,8.635,8.125,8.1,8.1,8.105,8.055,8.105
7/17/2013,9.975,9.9,9.7,9.125,8.95,8.75,8.3,8.235,8.22,8.2,8.26,8.41
7/16/2013,10.05,9.95,9.6,9.2,8.95,8.8,8.35,8.3,8.335,8.25,8.24,8.395
7/15/2013,7.38,7.4,7.37,7.44,7.455,7.62,7.55,7.57,7.63,7.72,7.75,7.85
7/12/2013,7.315,7.315,7.37,7.44,7.455,7.57,7.46,7.51,7.57,7.625,7.75,7.9
7/11/2013,7.31,7.34,7.305,7.36,7.4,7.45,7.36,7.495,7.5,7.56,7.765,7.8825
7/10/2013,7.2,7.33,7.28,7.36,7.4,7.52,7.405,7.48,7.58,7.655,7.75,7.8975
7/9/2013,7.2,7.33,7.28,7.36,7.4,7.52,7.46,7.565,7.64,7.71,7.865,8.05
7/8/2013,7.115,7.275,7.28,7.36,7.4,7.575,7.56,7.635,7.725,7.805,7.865,8.05
7/5/2013,7.115,7.275,7.28,7.36,7.4,7.43,7.51,7.59,7.66,7.7,7.875,8.03
7/4/2013,7.35,7.3,7.28,7.36,7.4,7.43,7.405,7.46,7.52,7.575,7.7,7.85
7/3/2013,7.425,7.43,7.41,7.44,7.49,7.605,7.49,7.545,7.58,7.67,7.75,7.85
7/2/2013,7.4,7.41,7.41,7.44,7.49,7.52,7.415,7.44,7.51,7.555,7.75,7.8
7/1/2013,7.4,7.41,7.41,7.44,7.49,7.505,7.38,7.42,7.475,7.55,7.7,7.8
6/28/2013,7.4,7.41,7.41,7.44,7.49,7.535,7.41,7.455,7.495,7.55,7.7,7.8
6/27/2013,7.42,7.46,7.45,7.59,7.575,7.61,7.5,7.54,7.605,7.65,7.75,7.85
6/26/2013,7.38,7.41,7.425,7.38,7.4,7.525,7.415,7.445,7.525,7.575,7.7025,7.8025
6/25/2013,7.36,7.36,7.425,7.45,7.45,7.43,7.335,7.375,7.425,7.485,7.555,7.655
6/24/2013,7.36,7.36,7.425,7.46,7.48,7.505,7.4,7.43,7.53,7.585,7.74,7.77
6/21/2013,7.36,7.35,7.4,7.43,7.44,7.455,7.29,7.32,7.37,7.41,7.53,7.65
6/20/2013,7.36,7.35,7.3,7.3,7.27,7.46,7.3,7.29,7.36,7.405,7.5825,7.55
6/19/2013,7.36,7.35,7.3,7.3,7.27,7.22,6.97,6.955,7,7.03,7.14,7.25
6/18/2013,7.36,7.35,7.3,7.3,7.27,7.22,6.97,6.955,7,7.03,7.14,7.25
6/17/2013,7.36,7.35,7.3,7.3,7.27,7.2,6.96,6.96,6.995,7.01,7.11,7.22
6/14/2013,7.35,7.33,7.3,7.3,7.27,7.22,7.015,6.99,7.015,7.03,7.15,7.185
6/13/2013,7.335,7.33,7.3,7.3,7.27,7.28,7.075,7.045,7.07,7.09,7.2,7.3
6/12/2013,7.335,7.33,7.3,7.325,7.29,7.295,7.095,7.08,7.115,7.14,7.21,7.3
6/11/2013,7.335,7.325,7.3,7.325,7.29,7.295,7.075,7.06,7.095,7.12,7.205,7.3
6/10/2013,7.335,7.325,7.3,7.31,7.23,7.26,7.06,7.03,7.02,7.08,7.135,7.235
6/7/2013,7.335,7.325,7.28,7.3,7.19,7.19,6.945,6.915,6.935,6.955,7.05,7.16
6/6/2013,7.335,7.325,7.28,7.3,7.19,7.17,6.905,6.88,6.895,6.915,7.04,7.07
6/5/2013,7.335,7.325,7.28,7.3,7.19,7.17,6.91,6.88,6.9,6.925,7.04,7.08
6/4/2013,7.345,7.325,7.28,7.3,7.19,7.155,6.9,6.87,6.885,6.905,6.98,7.06
6/3/2013,7.35,7.335,7.28,7.305,7.22,7.195,6.965,6.945,6.965,6.99,7.07,7.17
5/31/2013,7.35,7.335,7.28,7.305,7.22,7.21,6.965,6.95,6.965,6.975,7.07,7.17
5/30/2013,7.295,7.29,7.28,7.26,7.19,7.13,6.87,6.85,6.86,6.88,6.98,7.08
5/29/2013,7.295,7.29,7.28,7.26,7.19,7.155,6.895,6.87,6.885,6.905,7.0475,7.08
5/28/2013,7.295,7.29,7.28,7.215,7.16,7.125,6.85,6.815,6.825,6.845,6.95,7
5/27/2013,7.295,7.29,7.28,7.215,7.16,7.11,6.8,6.76,6.765,6.78,6.9,7
5/24/2013,7.295,7.29,7.28,7.215,7.16,7.135,6.805,6.765,6.77,6.79,6.9,6.94
5/23/2013,7.295,7.29,7.28,7.215,7.16,7.135,6.815,6.775,6.785,6.805,6.9,7
5/22/2013,7.295,7.29,7.28,7.13,7.045,7.12,6.795,6.78,6.76,6.765,6.81,6.92
5/21/2013,7.295,7.29,7.28,7.13,7.045,7.08,6.73,6.6975,6.7025,6.72,6.795,6.885
5/20/2013,7.325,7.325,7.28,7.21,7.11,7.085,6.74,6.7,6.7,6.71,6.8,6.865
5/17/2013,7.325,7.325,7.27,7.195,7.09,7.1,6.7425,6.7025,6.705,6.725,6.815,6.89
5/16/2013,7.325,7.325,7.27,7.195,7.09,7.085,6.72,6.69,6.705,6.71,6.8,6.865
5/15/2013,7.325,7.325,7.27,7.17,7.09,7.11,6.74,6.71,6.71,6.73,6.81,6.88
5/14/2013,7.355,7.355,7.27,7.195,7.15,7.095,6.735,6.71,6.71,6.715,6.795,6.875
5/13/2013,7.355,7.335,7.305,7.305,7.21,7.205,6.87,6.83,6.85,6.85,6.935,7.02
5/10/2013,7.355,7.335,7.305,7.305,7.21,7.18,6.85,6.85,6.8375,6.82,6.955,7.02
5/9/2013,7.355,7.335,7.305,7.3,7.2,7.215,6.9025,6.885,6.885,6.9025,7.075,7.12
5/8/2013,7.355,7.32,7.305,7.3,7.25,7.27,6.98,6.97,6.99,7,7.08,7.16
5/7/2013,7.34,7.32,7.305,7.3,7.25,7.26,6.975,6.958,6.975,6.98,7.065,7.145
5/6/2013,7.34,7.32,7.305,7.3,7.25,7.255,6.9678,6.96,6.965,6.9678,7.05,7.13
5/3/2013,7.34,7.32,7.305,7.3,7.25,7.23,6.91,6.925,6.935,6.905,7.03,7.1
5/2/2013,7.34,7.32,7.305,7.25,7.15,7.185,6.865,6.8625,6.865,6.875,6.95,7.02
5/1/2013,7.365,7.355,7.305,7.25,7.175,7.19,6.9,6.89,6.885,6.9,7.04,7.16
4/30/2013,7.365,7.355,7.305,7.25,7.175,7.19,6.9,6.89,6.885,6.9,7.04,7.16
4/29/2013,7.385,7.36,7.31,7.26,7.21,7.215,6.94,6.935,6.9475,6.965,7.06,7.17
4/26/2013,7.385,7.36,7.31,7.26,7.21,7.225,6.95,6.95,6.97,6.9875,7.075,7.18
4/25/2013,7.385,7.36,7.31,7.26,7.21,7.235,6.965,6.965,6.975,7.005,7.1,7.2
4/24/2013,7.415,7.395,7.31,7.26,7.21,7.215,6.935,6.92,6.94,6.96,7.06,7.16
4/23/2013,7.415,7.395,7.31,7.26,7.21,7.215,6.935,6.92,6.94,6.96,7.06,7.16
4/22/2013,7.415,7.395,7.3,7.25,7.24,7.255,6.99,7,7.02,7.048,7.135,7.24
4/19/2013,7.4,7.4,7.3,7.25,7.22,7.265,7.015,7,7.03,7.045,7.155,7.255
4/18/2013,7.4,7.4,7.3,7.25,7.22,7.265,7.015,7,7.03,7.045,7.155,7.255
4/17/2013,7.4,7.4,7.345,7.3,7.265,7.285,7.01,7,7.035,7.055,7.14,7.24
4/16/2013,7.45,7.44,7.38,7.355,7.3,7.3,7.06,7.045,7.1,7.115,7.23,7.335
4/15/2013,7.45,7.44,7.43,7.36,7.355,7.33,7.1,7.105,7.1475,7.175,7.35,7.45
4/12/2013,7.5,7.475,7.44,7.415,7.385,7.38,7.16,7.15,7.21,7.25,7.365,7.48
