"","X1M","X2M","X3M","X6M","X9M","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2012-09-06",8.05,8.015,7.95,7.915,7.89,7.75,7.35,7.23,7.1975,7.185,7.235,7.285
"2012-09-07",8.06,8.04,7.95,7.915,7.83,7.8,7.3975,7.2875,7.259,7.26,7.315,7.3675
"2012-09-10",8.065,8.045,7.95,7.915,7.83,7.77,7.375,7.2675,7.245,7.235,7.3078,7.3603
"2012-09-11",8.055,8.03,7.95,7.915,7.83,7.775,7.365,7.265,7.245,7.235,7.295,7.355
"2012-09-12",8.04,8.03,7.95,7.915,7.83,7.76,7.375,7.295,7.28,7.28,7.3075,7.365
"2012-09-13",8.04,8.015,7.95,7.915,7.815,7.75,7.3425,7.2625,7.245,7.25,7.295,7.355
"2012-09-14",8.01,7.95,7.925,7.885,7.775,7.755,7.3675,7.29,7.28,7.28,7.3153,7.365
"2012-09-17",8.06,8.025,7.925,7.775,7.775,7.73,7.3375,7.275,7.26,7.255,7.3003,7.355
"2012-09-18",8.01,7.97,7.925,7.775,7.75,7.705,7.3175,7.24,7.2275,7.225,7.2953,7.3525
"2012-09-19",8.01,7.97,7.925,7.775,7.75,7.705,7.3175,7.24,7.2275,7.225,7.2953,7.3525
"2012-09-20",8.035,8.005,7.925,7.775,7.735,7.69,7.315,7.23,7.22,7.21,7.2903,7.3475
"2012-09-21",8.06,8.01,7.925,7.775,7.75,7.705,7.31,7.225,7.22,7.215,7.29,7.3525
"2012-09-24",8.06,8.01,7.925,7.775,7.73,7.685,7.285,7.1975,7.195,7.185,7.3,7.355
"2012-09-25",8.07,8.02,7.925,7.775,7.73,7.685,7.2875,7.2,7.19,7.185,7.3,7.355
"2012-09-26",8.07,8.02,7.925,7.775,7.725,7.68,7.28,7.19,7.18,7.17,7.2378,7.2928
"2012-09-27",8.06,8,7.925,7.8,7.715,7.63,7.2275,7.1375,7.1325,7.13,7.24,7.2625
"2012-09-28",8.035,8,7.925,7.75,7.685,7.615,7.2125,7.11,7.11,7.11,7.1653,7.22
"2012-10-01",8.02,7.97,7.925,7.75,7.705,7.625,7.2,7.1,7.1,7.09,7.15,7.205
"2012-10-02",8.02,7.97,7.925,7.75,7.705,7.625,7.2,7.1,7.1,7.09,7.15,7.205
"2012-10-03",7.965,7.93,7.925,7.75,7.65,7.585,7.16,7.055,7.045,7.035,7.16,7.21
"2012-10-04",7.97,7.95,7.925,7.75,7.625,7.6,7.1725,7.06,7.035,7.025,7.16,7.21
"2012-10-05",7.97,7.95,7.875,7.78,7.65,7.615,7.19,7.07,7.055,7.045,7.16,7.18
"2012-10-08",7.96,7.915,7.925,7.75,7.625,7.6,7.17,7.095,7.07,7.03,7.13,7.17
"2012-10-09",7.95,7.93,7.925,7.75,7.625,7.58,7.17,7.055,7.03,7.01,7.13,7.185
"2012-10-10",7.98,7.96,7.925,7.775,7.675,7.62,7.185,7.07,7.055,7.035,7.085,7.14
"2012-10-11",7.98,7.96,7.925,7.775,7.675,7.625,7.195,7.08,7.065,7.055,7.1025,7.1575
"2012-10-12",7.98,7.96,7.925,7.79,7.685,7.625,7.205,7.095,7.0775,7.07,7.14,7.19
"2012-10-15",7.98,7.96,7.925,7.79,7.685,7.63,7.21,7.085,7.0675,7.06,7.125,7.183
"2012-10-16",7.98,7.965,7.925,7.79,7.695,7.63,7.2,7.085,7.065,7.06,7.125,7.175
"2012-10-17",7.975,7.955,7.875,7.79,7.675,7.61,7.17,7.065,7.0475,7.03,7.105,7.1478
"2012-10-18",7.975,7.955,7.875,7.79,7.66,7.59,7.16,7.05,7.025,7.01,7.0778,7.1303
"2012-10-19",7.975,7.955,7.875,7.79,7.645,7.605,7.1725,7.0525,7.03,7.02,7.08,7.1328
"2012-10-22",7.975,7.955,7.875,7.79,7.645,7.595,7.1715,7.0525,7.03,7.02,7.08,7.1328
"2012-10-23",7.975,7.955,7.875,7.79,7.645,7.62,7.185,7.07,7.035,7.025,7.08,7.1353
"2012-10-24",7.975,7.955,7.875,7.79,7.645,7.62,7.185,7.07,7.035,7.025,7.08,7.1353
"2012-10-25",7.965,7.945,7.875,7.775,7.635,7.6,7.185,7.065,7.03,7.02,7.08,7.135
"2012-10-26",7.965,7.945,7.875,7.775,7.635,7.6,7.185,7.065,7.03,7.02,7.08,7.135
"2012-10-29",7.89,7.87,7.875,7.775,7.635,7.6,7.18,7.06,7.04,7.03,7.08,7.125
"2012-10-30",8.07,8.055,7.945,7.89,7.75,7.73,7.29,7.16,7.13,7.12,7.165,7.215
"2012-10-31",8.07,8.055,8,7.925,7.815,7.77,7.33,7.22,7.195,7.19,7.24,7.285
"2012-11-01",8.075,8.07,8,7.925,7.815,7.77,7.33,7.22,7.195,7.19,7.24,7.285
"2012-11-02",8.075,8.07,8,7.925,7.815,7.77,7.33,7.22,7.195,7.19,7.24,7.285
"2012-11-05",8.075,8.07,8,7.925,7.815,7.77,7.33,7.23,7.205,7.195,7.24,7.285
"2012-11-06",8.075,8.07,8,7.925,7.815,7.795,7.355,7.23,7.205,7.195,7.24,7.285
"2012-11-07",8.095,8.085,8,7.925,7.815,7.8,7.355,7.245,7.22,7.23,7.295,7.3
"2012-11-08",8.095,8.085,8,7.925,7.815,7.795,7.365,7.25,7.22,7.22,7.295,7.285
"2012-11-09",8.095,8.085,8,7.925,7.815,7.795,7.37,7.265,7.25,7.24,7.295,7.335
"2012-11-12",8.09,8.085,8,7.925,7.815,7.785,7.365,7.255,7.245,7.235,7.295,7.335
"2012-11-13",8.09,8.085,8,7.925,7.815,7.785,7.36,7.255,7.24,7.23,7.295,7.37
"2012-11-14",8.09,8.085,8,7.925,7.815,7.785,7.36,7.255,7.24,7.23,7.295,7.37
"2012-11-15",8.09,8.075,8,7.925,7.815,7.715,7.295,7.205,7.185,7.185,7.27,7.28
"2012-11-16",8.09,8.075,8,7.925,7.815,7.74,7.31,7.22,7.19,7.185,7.27,7.26
"2012-11-19",8.09,8.075,8,7.925,7.815,7.76,7.325,7.235,7.225,7.21,7.27,7.36
"2012-11-20",8.09,8.075,8,7.925,7.815,7.765,7.35,7.265,7.245,7.23,7.285,7.38
"2012-11-21",8.095,8.075,8,7.925,7.815,7.795,7.36,7.275,7.26,7.25,7.33,7.4
"2012-11-22",8.095,8.075,8,7.925,7.815,7.795,7.365,7.28,7.27,7.26,7.35,7.42
"2012-11-23",8.095,8.075,8,7.925,7.815,7.805,7.37,7.28,7.275,7.28,7.335,7.405
"2012-11-26",8.095,8.075,8,7.925,7.825,7.775,7.365,7.28,7.27,7.26,7.33,7.4
"2012-11-27",8.095,8.075,8,7.925,7.825,7.755,7.35,7.265,7.255,7.25,7.33,7.4
"2012-11-28",8.095,8.075,8,7.925,7.825,7.755,7.35,7.265,7.255,7.25,7.33,7.4
"2012-11-29",8.085,8.065,8,7.925,7.825,7.74,7.325,7.235,7.225,7.215,7.28,7.35
"2012-11-30",8.085,8.065,8,7.925,7.825,7.74,7.31,7.225,7.215,7.21,7.275,7.345
"2012-12-03",8.05,8.04,8,7.925,7.825,7.73,7.305,7.215,7.2,7.19,7.265,7.335
"2012-12-04",8.055,8.04,8,7.925,7.825,7.74,7.32,7.23,7.22,7.21,7.28,7.35
"2012-12-05",8.055,8.04,8,7.925,7.825,7.75,7.32,7.23,7.22,7.21,7.275,7.345
"2012-12-06",8.05,8.02,8,7.925,7.825,7.73,7.315,7.22,7.195,7.19,7.265,7.335
"2012-12-07",8.015,7.99,7.935,7.8,7.7,7.66,7.245,7.145,7.135,7.135,7.265,7.335
"2012-12-10",8.015,7.99,7.935,7.8,7.7,7.655,7.245,7.155,7.145,7.145,7.215,7.265
"2012-12-11",8.015,7.99,7.935,7.8,7.7,7.67,7.25,7.155,7.155,7.16,7.215,7.265
"2012-12-12",8.015,7.985,7.935,7.8,7.72,7.68,7.26,7.17,7.17,7.18,7.215,7.265
"2012-12-13",8.015,7.985,7.935,7.8,7.72,7.675,7.265,7.185,7.185,7.185,7.215,7.31
"2012-12-14",8.015,7.985,7.935,7.8,7.68,7.64,7.235,7.16,7.165,7.175,7.215,7.265
"2012-12-17",7.99,7.985,7.935,7.8,7.68,7.635,7.235,7.16,7.165,7.175,7.215,7.265
"2012-12-18",8.01,7.99,7.935,7.8,7.68,7.68,7.255,7.185,7.195,7.205,7.3,7.35
"2012-12-19",8.01,8.015,7.935,7.8,7.68,7.67,7.275,7.205,7.225,7.235,7.33,7.4
"2012-12-20",8.01,8.015,7.935,7.8,7.68,7.67,7.275,7.195,7.215,7.235,7.3,7.4
"2012-12-21",8.06,8.01,7.935,7.8,7.68,7.66,7.26,7.195,7.21,7.23,7.3,7.35
"2012-12-24",8.07,8.005,7.935,7.8,7.68,7.66,7.265,7.195,7.21,7.23,7.3,7.4
"2012-12-25",8.07,8.005,7.935,7.8,7.68,7.66,7.26,7.195,7.21,7.23,7.3,7.4
"2012-12-26",8.11,8.005,7.935,7.8,7.68,7.66,7.26,7.195,7.21,7.23,7.3,7.4
"2012-12-27",8.105,8.015,7.935,7.8,7.68,7.65,7.26,7.195,7.21,7.215,7.3,7.4
"2012-12-28",8.11,8.01,7.935,7.8,7.67,7.64,7.24,7.165,7.175,7.2,7.3,7.4
"2012-12-31",8.07,7.965,7.935,7.8,7.67,7.615,7.24,7.165,7.175,7.185,7.3,7.4
"2013-01-01",8.07,7.965,7.935,7.8,7.67,7.59,7.205,7.165,7.155,7.16,7.3,7.35
"2013-01-02",8.065,7.965,7.935,7.7,7.61,7.585,7.205,7.165,7.155,7.185,7.3,7.4
"2013-01-03",8.065,7.965,7.935,7.7,7.6,7.59,7.21,7.155,7.185,7.21,7.345,7.41
"2013-01-04",8.06,7.94,7.935,7.725,7.65,7.62,7.245,7.215,7.225,7.26,7.36,7.5
"2013-01-07",8.06,7.94,7.935,7.725,7.65,7.58,7.23,7.19,7.22,7.24,7.36,7.5
"2013-01-08",7.98,7.885,7.9,7.68,7.605,7.58,7.255,7.245,7.255,7.28,7.36,7.51
"2013-01-09",7.975,7.875,7.9,7.68,7.605,7.56,7.235,7.235,7.225,7.255,7.31,7.49
"2013-01-10",7.975,7.885,7.9,7.68,7.57,7.555,7.23,7.235,7.225,7.245,7.36,7.51
"2013-01-11",7.975,7.885,7.9,7.68,7.57,7.535,7.245,7.24,7.245,7.27,7.36,7.51
"2013-01-14",7.95,7.86,7.9,7.6,7.51,7.49,7.18,7.18,7.2,7.23,7.31,7.41
"2013-01-15",7.95,7.86,7.83,7.6,7.515,7.48,7.195,7.185,7.2,7.215,7.31,7.41
"2013-01-16",7.94,7.855,7.83,7.655,7.57,7.56,7.26,7.235,7.245,7.255,7.35,7.45
"2013-01-17",7.94,7.855,7.83,7.655,7.61,7.575,7.245,7.215,7.215,7.24,7.35,7.445
"2013-01-18",7.945,7.855,7.83,7.655,7.61,7.555,7.245,7.215,7.215,7.22,7.35,7.45
"2013-01-21",7.885,7.855,7.83,7.655,7.61,7.56,7.235,7.195,7.205,7.215,7.35,7.4
"2013-01-22",7.885,7.855,7.83,7.655,7.61,7.54,7.215,7.195,7.205,7.205,7.35,7.4
"2013-01-23",7.87,7.85,7.83,7.655,7.565,7.55,7.245,7.21,7.21,7.23,7.35,7.4
"2013-01-24",7.87,7.87,7.94,7.655,7.59,7.575,7.25,7.215,7.22,7.225,7.36,7.445
"2013-01-25",7.87,7.87,7.94,7.655,7.59,7.575,7.245,7.215,7.22,7.22,7.35,7.445
"2013-01-28",7.85,7.85,7.94,7.655,7.59,7.565,7.24,7.21,7.225,7.235,7.35,7.445
"2013-01-29",7.85,7.89,7.94,7.685,7.585,7.565,7.25,7.23,7.255,7.265,7.35,7.45
"2013-01-30",7.85,7.9,7.94,7.695,7.62,7.635,7.31,7.285,7.31,7.32,7.475,7.585
"2013-01-31",7.835,8.085,7.94,7.715,7.66,7.63,7.32,7.295,7.33,7.35,7.5,7.61
"2013-02-01",7.835,8.08,7.94,7.715,7.66,7.645,7.345,7.345,7.365,7.395,7.51,7.62
"2013-02-04",7.835,8.08,7.94,7.715,7.66,7.655,7.36,7.36,7.37,7.415,7.44,7.64
"2013-02-05",7.835,8.08,7.94,7.73,7.66,7.635,7.34,7.33,7.355,7.395,7.475,7.61
"2013-02-06",7.835,8.08,7.94,7.73,7.66,7.635,7.345,7.34,7.36,7.39,7.44,7.61
"2013-02-07",7.865,8.03,7.94,7.73,7.66,7.625,7.325,7.32,7.31,7.35,7.44,7.57
"2013-02-08",7.865,8.03,7.94,7.73,7.66,7.605,7.29,7.29,7.305,7.325,7.44,7.46
"2013-02-11",7.865,8.03,7.94,7.73,7.66,7.605,7.29,7.29,7.305,7.325,7.44,7.46
"2013-02-12",7.865,8.03,7.94,7.755,7.675,7.64,7.325,7.305,7.33,7.365,7.44,7.6
"2013-02-13",7.865,8.03,7.94,7.77,7.675,7.655,7.34,7.315,7.355,7.37,7.44,7.59
"2013-02-14",7.86,8.09,7.94,7.74,7.64,7.595,7.285,7.265,7.315,7.33,7.44,7.56
"2013-02-15",7.86,8.095,7.94,7.735,7.625,7.595,7.285,7.265,7.315,7.33,7.44,7.46
"2013-02-18",7.86,8.095,7.94,7.745,7.655,7.635,7.315,7.295,7.325,7.355,7.44,7.58
"2013-02-19",7.86,8.095,7.94,7.745,7.655,7.635,7.31,7.29,7.33,7.35,7.44,7.58
"2013-02-20",7.9,8.095,7.94,7.745,7.65,7.635,7.32,7.295,7.31,7.35,7.44,7.58
"2013-02-21",7.9,8.095,7.94,7.745,7.65,7.62,7.285,7.29,7.305,7.31,7.44,7.46
"2013-02-22",7.9,8.095,7.94,7.745,7.65,7.605,7.29,7.28,7.3,7.305,7.44,7.46
"2013-02-25",7.9,8.095,7.94,7.745,7.655,7.63,7.285,7.265,7.275,7.305,7.44,7.46
"2013-02-26",7.9,8.095,7.94,7.765,7.655,7.6,7.26,7.24,7.25,7.28,7.37,7.46
"2013-02-27",7.9,8.095,7.94,7.765,7.655,7.61,7.27,7.24,7.245,7.275,7.37,7.46
"2013-02-28",8.575,8.125,7.94,7.765,7.655,7.62,7.3,7.27,7.29,7.315,7.405,7.5
"2013-03-01",8.575,8.125,7.94,7.765,7.655,7.625,7.285,7.265,7.28,7.31,7.4,7.46
"2013-03-04",8.55,8.1,7.94,7.745,7.635,7.585,7.255,7.235,7.25,7.2775,7.37,7.46
"2013-03-05",8.52,8.095,7.94,7.725,7.615,7.575,7.235,7.215,7.245,7.27,7.37,7.46
"2013-03-06",8.52,8.095,7.94,7.725,7.615,7.575,7.255,7.235,7.255,7.285,7.37,7.46
"2013-03-07",8.45,8.06,7.94,7.725,7.615,7.575,7.255,7.235,7.255,7.29,7.37,7.46
"2013-03-08",8.45,8.06,7.94,7.725,7.615,7.575,7.27,7.235,7.255,7.305,7.37,7.46
"2013-03-11",8.45,8.06,7.875,7.695,7.615,7.57,7.245,7.235,7.245,7.28,7.345,7.46
"2013-03-12",8.45,8.06,7.875,7.695,7.615,7.58,7.275,7.25,7.28,7.31,7.345,7.46
"2013-03-13",8.45,8.06,7.875,7.695,7.615,7.585,7.26,7.235,7.275,7.285,7.345,7.46
"2013-03-14",8.45,8.06,7.875,7.695,7.615,7.565,7.225,7.22,7.275,7.275,7.345,7.46
"2013-03-15",8.375,8,7.81,7.64,7.565,7.51,7.185,7.165,7.2,7.24,7.345,7.46
"2013-03-18",8.3,7.9,7.81,7.64,7.565,7.5,7.18,7.165,7.205,7.23,7.325,7.4
"2013-03-19",8.3,7.9,7.81,7.64,7.565,7.57,7.245,7.22,7.255,7.275,7.4,7.51
"2013-03-20",8.225,7.9,7.81,7.65,7.59,7.56,7.245,7.22,7.255,7.275,7.41,7.52
"2013-03-21",8.22,7.865,7.81,7.65,7.595,7.565,7.265,7.24,7.285,7.33,7.44,7.55
"2013-03-22",8.22,7.865,7.81,7.65,7.595,7.565,7.265,7.24,7.285,7.33,7.45,7.56
"2013-03-25",8.22,7.865,7.81,7.65,7.595,7.54,7.26,7.235,7.28,7.325,7.44,7.55
"2013-03-26",8.195,7.865,7.81,7.65,7.595,7.52,7.245,7.23,7.275,7.315,7.44,7.55
"2013-03-27",8.195,7.865,7.81,7.65,7.595,7.52,7.235,7.21,7.255,7.305,7.44,7.55
"2013-03-28",8.3,7.58,7.53,7.55,7.595,7.465,7.195,7.185,7.235,7.285,7.425,7.525
"2013-03-29",8.3,7.58,7.53,7.55,7.595,7.465,7.195,7.185,7.235,7.285,7.425,7.525
"2013-04-01",8.3,7.58,7.53,7.55,7.595,7.465,7.2,7.19,7.235,7.28,7.4,7.52
"2013-04-02",7.565,7.53,7.53,7.55,7.595,7.475,7.235,7.225,7.265,7.31,7.425,7.545
"2013-04-03",7.475,7.515,7.475,7.55,7.41,7.425,7.19,7.215,7.25,7.305,7.425,7.545
"2013-04-04",7.525,7.515,7.45,7.45,7.39,7.41,7.19,7.2,7.2525,7.29,7.425,7.545
"2013-04-05",7.525,7.515,7.45,7.45,7.42,7.435,7.208,7.21,7.2553,7.293,7.42,7.54
"2013-04-08",7.475,7.475,7.455,7.46,7.43,7.435,7.193,7.19,7.24,7.285,7.4,7.52
"2013-04-09",7.5,7.475,7.455,7.46,7.43,7.42,7.185,7.19,7.2425,7.275,7.385,7.505
"2013-04-10",7.5,7.475,7.455,7.46,7.43,7.43,7.185,7.175,7.23,7.2675,7.37,7.49
"2013-04-11",7.5,7.475,7.455,7.46,7.43,7.43,7.185,7.175,7.23,7.2675,7.37,7.49
"2013-04-12",7.5,7.475,7.44,7.415,7.385,7.38,7.16,7.15,7.21,7.25,7.365,7.48
"2013-04-15",7.45,7.44,7.43,7.36,7.355,7.33,7.1,7.105,7.1475,7.175,7.35,7.45
"2013-04-16",7.45,7.44,7.38,7.355,7.3,7.3,7.06,7.045,7.1,7.115,7.23,7.335
"2013-04-17",7.4,7.4,7.345,7.3,7.265,7.285,7.01,7,7.035,7.055,7.14,7.24
"2013-04-18",7.4,7.4,7.3,7.25,7.22,7.265,7.015,7,7.03,7.045,7.155,7.255
"2013-04-19",7.4,7.4,7.3,7.25,7.22,7.265,7.015,7,7.03,7.045,7.155,7.255
"2013-04-22",7.415,7.395,7.3,7.25,7.24,7.255,6.99,7,7.02,7.048,7.135,7.24
"2013-04-23",7.415,7.395,7.31,7.26,7.21,7.215,6.935,6.92,6.94,6.96,7.06,7.16
"2013-04-24",7.415,7.395,7.31,7.26,7.21,7.215,6.935,6.92,6.94,6.96,7.06,7.16
"2013-04-25",7.385,7.36,7.31,7.26,7.21,7.235,6.965,6.965,6.975,7.005,7.1,7.2
"2013-04-26",7.385,7.36,7.31,7.26,7.21,7.225,6.95,6.95,6.97,6.9875,7.075,7.18
"2013-04-29",7.385,7.36,7.31,7.26,7.21,7.215,6.94,6.935,6.9475,6.965,7.06,7.17
"2013-04-30",7.365,7.355,7.305,7.25,7.175,7.19,6.9,6.89,6.885,6.9,7.04,7.16
"2013-05-01",7.365,7.355,7.305,7.25,7.175,7.19,6.9,6.89,6.885,6.9,7.04,7.16
"2013-05-02",7.34,7.32,7.305,7.25,7.15,7.185,6.865,6.8625,6.865,6.875,6.95,7.02
"2013-05-03",7.34,7.32,7.305,7.3,7.25,7.23,6.91,6.925,6.935,6.905,7.03,7.1
"2013-05-06",7.34,7.32,7.305,7.3,7.25,7.255,6.9678,6.96,6.965,6.9678,7.05,7.13
"2013-05-07",7.34,7.32,7.305,7.3,7.25,7.26,6.975,6.958,6.975,6.98,7.065,7.145
"2013-05-08",7.355,7.32,7.305,7.3,7.25,7.27,6.98,6.97,6.99,7,7.08,7.16
"2013-05-09",7.355,7.335,7.305,7.3,7.2,7.215,6.9025,6.885,6.885,6.9025,7.075,7.12
"2013-05-10",7.355,7.335,7.305,7.305,7.21,7.18,6.85,6.85,6.8375,6.82,6.955,7.02
"2013-05-13",7.355,7.335,7.305,7.305,7.21,7.205,6.87,6.83,6.85,6.85,6.935,7.02
"2013-05-14",7.355,7.355,7.27,7.195,7.15,7.095,6.735,6.71,6.71,6.715,6.795,6.875
"2013-05-15",7.325,7.325,7.27,7.17,7.09,7.11,6.74,6.71,6.71,6.73,6.81,6.88
"2013-05-16",7.325,7.325,7.27,7.195,7.09,7.085,6.72,6.69,6.705,6.71,6.8,6.865
"2013-05-17",7.325,7.325,7.27,7.195,7.09,7.1,6.7425,6.7025,6.705,6.725,6.815,6.89
"2013-05-20",7.325,7.325,7.28,7.21,7.11,7.085,6.74,6.7,6.7,6.71,6.8,6.865
"2013-05-21",7.295,7.29,7.28,7.13,7.045,7.08,6.73,6.6975,6.7025,6.72,6.795,6.885
"2013-05-22",7.295,7.29,7.28,7.13,7.045,7.12,6.795,6.78,6.76,6.765,6.81,6.92
"2013-05-23",7.295,7.29,7.28,7.215,7.16,7.135,6.815,6.775,6.785,6.805,6.9,7
"2013-05-24",7.295,7.29,7.28,7.215,7.16,7.135,6.805,6.765,6.77,6.79,6.9,6.94
"2013-05-27",7.295,7.29,7.28,7.215,7.16,7.11,6.8,6.76,6.765,6.78,6.9,7
"2013-05-28",7.295,7.29,7.28,7.215,7.16,7.125,6.85,6.815,6.825,6.845,6.95,7
"2013-05-29",7.295,7.29,7.28,7.26,7.19,7.155,6.895,6.87,6.885,6.905,7.0475,7.08
"2013-05-30",7.295,7.29,7.28,7.26,7.19,7.13,6.87,6.85,6.86,6.88,6.98,7.08
"2013-05-31",7.35,7.335,7.28,7.305,7.22,7.21,6.965,6.95,6.965,6.975,7.07,7.17
"2013-06-03",7.35,7.335,7.28,7.305,7.22,7.195,6.965,6.945,6.965,6.99,7.07,7.17
"2013-06-04",7.345,7.325,7.28,7.3,7.19,7.155,6.9,6.87,6.885,6.905,6.98,7.06
"2013-06-05",7.335,7.325,7.28,7.3,7.19,7.17,6.91,6.88,6.9,6.925,7.04,7.08
"2013-06-06",7.335,7.325,7.28,7.3,7.19,7.17,6.905,6.88,6.895,6.915,7.04,7.07
"2013-06-07",7.335,7.325,7.28,7.3,7.19,7.19,6.945,6.915,6.935,6.955,7.05,7.16
"2013-06-10",7.335,7.325,7.3,7.31,7.23,7.26,7.06,7.03,7.02,7.08,7.135,7.235
"2013-06-11",7.335,7.325,7.3,7.325,7.29,7.295,7.075,7.06,7.095,7.12,7.205,7.3
"2013-06-12",7.335,7.33,7.3,7.325,7.29,7.295,7.095,7.08,7.115,7.14,7.21,7.3
"2013-06-13",7.335,7.33,7.3,7.3,7.27,7.28,7.075,7.045,7.07,7.09,7.2,7.3
"2013-06-14",7.35,7.33,7.3,7.3,7.27,7.22,7.015,6.99,7.015,7.03,7.15,7.185
"2013-06-17",7.36,7.35,7.3,7.3,7.27,7.2,6.96,6.96,6.995,7.01,7.11,7.22
"2013-06-18",7.36,7.35,7.3,7.3,7.27,7.22,6.97,6.955,7,7.03,7.14,7.25
"2013-06-19",7.36,7.35,7.3,7.3,7.27,7.22,6.97,6.955,7,7.03,7.14,7.25
"2013-06-20",7.36,7.35,7.3,7.3,7.27,7.46,7.3,7.29,7.36,7.405,7.5825,7.55
"2013-06-21",7.36,7.35,7.4,7.43,7.44,7.455,7.29,7.32,7.37,7.41,7.53,7.65
"2013-06-24",7.36,7.36,7.425,7.46,7.48,7.505,7.4,7.43,7.53,7.585,7.74,7.77
"2013-06-25",7.36,7.36,7.425,7.45,7.45,7.43,7.335,7.375,7.425,7.485,7.555,7.655
"2013-06-26",7.38,7.41,7.425,7.38,7.4,7.525,7.415,7.445,7.525,7.575,7.7025,7.8025
"2013-06-27",7.42,7.46,7.45,7.59,7.575,7.61,7.5,7.54,7.605,7.65,7.75,7.85
"2013-06-28",7.4,7.41,7.41,7.44,7.49,7.535,7.41,7.455,7.495,7.55,7.7,7.8
"2013-07-01",7.4,7.41,7.41,7.44,7.49,7.505,7.38,7.42,7.475,7.55,7.7,7.8
"2013-07-02",7.4,7.41,7.41,7.44,7.49,7.52,7.415,7.44,7.51,7.555,7.75,7.8
"2013-07-03",7.425,7.43,7.41,7.44,7.49,7.605,7.49,7.545,7.58,7.67,7.75,7.85
"2013-07-04",7.35,7.3,7.28,7.36,7.4,7.43,7.405,7.46,7.52,7.575,7.7,7.85
"2013-07-05",7.115,7.275,7.28,7.36,7.4,7.43,7.51,7.59,7.66,7.7,7.875,8.03
"2013-07-08",7.115,7.275,7.28,7.36,7.4,7.575,7.56,7.635,7.725,7.805,7.865,8.05
"2013-07-09",7.2,7.33,7.28,7.36,7.4,7.52,7.46,7.565,7.64,7.71,7.865,8.05
"2013-07-10",7.2,7.33,7.28,7.36,7.4,7.52,7.405,7.48,7.58,7.655,7.75,7.8975
"2013-07-11",7.31,7.34,7.305,7.36,7.4,7.45,7.36,7.495,7.5,7.56,7.765,7.8825
"2013-07-12",7.315,7.315,7.37,7.44,7.455,7.57,7.46,7.51,7.57,7.625,7.75,7.9
"2013-07-15",7.38,7.4,7.37,7.44,7.455,7.62,7.55,7.57,7.63,7.72,7.75,7.85
"2013-07-16",10.05,9.95,9.6,9.2,8.95,8.8,8.35,8.3,8.335,8.25,8.24,8.395
"2013-07-17",9.975,9.9,9.7,9.125,8.95,8.75,8.3,8.235,8.22,8.2,8.26,8.41
"2013-07-18",9.475,9.475,9.5,9.125,8.765,8.635,8.125,8.1,8.1,8.105,8.055,8.105
"2013-07-19",9.5,9.45,9.25,9,8.765,8.62,8.24,8.105,8.1,8.1,8.15,8.4
"2013-07-22",9.475,9.425,9.25,9,8.765,8.785,8.18,8.105,8.15,8.15,8.275,8.425
"2013-07-23",9.85,9.75,9.65,9,8.765,8.755,8.345,8.295,8.275,8.29,8.25,8.45
"2013-07-24",11.075,11.1,10.4,9.75,9.55,9.5,8.68,8.55,8.53,8.47,8.54,8.62
"2013-07-25",11.2,11.225,10.61,10,9.65,9.33,8.55,8.45,8.35,8.3,8.4,8.53
"2013-07-26",11.15,11.1,10.61,10,9.65,9.295,8.55,8.45,8.35,8.3,8.4,8.475
"2013-07-29",10.8,10.7,10.61,9.75,9.55,9.27,8.545,8.39,8.39,8.3,8.45,8.47
"2013-07-30",10.9,10.85,10.61,9.875,9.72,9.51,8.7,8.53,8.45,8.4,8.45,8.55
"2013-07-31",10.825,10.9,10.75,10.2,9.8,9.53,8.775,8.6,8.505,8.49,8.55,8.585
"2013-08-01",10.875,10.7,10.75,10.2,9.8,9.39,8.675,8.6,8.5,8.425,8.445,8.6
"2013-08-02",10.65,10.575,10.75,9.75,9.6,9.415,8.665,8.495,8.46,8.425,8.55,8.56
"2013-08-05",10.4,10.425,10.35,9.65,9.4,9.16,8.525,8.415,8.4,8.38,8.42,8.54
"2013-08-06",10.5,10.5,10.35,9.7,9.45,9.245,8.65,8.53,8.49,8.49,8.48,8.53
"2013-08-07",10.45,10.45,10.35,9.7,9.45,9.275,8.64,8.53,8.5,8.45,8.4865,8.525
"2013-08-08",10.4,10.45,10.35,9.7,9.45,9.24,8.59,8.47,8.44,8.39,8.6,8.65
"2013-08-09",10.4,10.45,10.35,9.7,9.45,9.26,8.59,8.47,8.44,8.44,8.6,8.65
"2013-08-12",10.9,11.075,10.75,10.1,9.8,9.62,8.9,8.63,8.645,8.5,8.65,8.7
"2013-08-13",11.125,11.1,10.7,10.125,9.825,9.67,8.88,8.67,8.65,8.6,8.75,8.85
"2013-08-14",11.125,11.1,10.7,10.125,9.825,9.6,8.9,8.73,8.69,8.67,8.87,8.91
"2013-08-15",11.125,11.1,10.7,10.125,9.825,9.62,8.9,8.73,8.69,8.67,8.87,8.91
"2013-08-16",11.45,11.15,10.7,10.125,9.825,9.925,9.15,8.97,8.945,8.915,8.62,8.68
"2013-08-19",11.475,11.4,10.7,10.125,9.825,10.15,9.375,9.225,9.195,9.145,9.21,9.29
"2013-08-20",11.45,11.375,11,10.575,10.275,10,9.19,9.025,9,8.975,8.95,9
